country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6709,6.7697,2026-07-16
Danmark,Dansk krona,DKK,1.4627,1.4843,2026-07-16
Euro,Euro,EUR,10.934,11.0954,2026-07-16
Hong Kong,Hongkong dollar,HKD,1.2097,1.2405,2026-07-16
Indien,Indisk rupie,INR,0.0971,0.1023,2026-07-16
Japan,Japanskt yen,JPY,0.0588,0.0597,2026-07-16
Kanada,Kanadensisk dollar,CAD,6.7876,6.8884,2026-07-16
Kina,Kinesisk yuan,CNY,1.3997,1.4382,2026-07-16
Mexiko,Mexikansk peso,MXN,0.5444,0.5585,2026-07-16
Norge,Norsk krona,NOK,0.9854,1.0001,2026-07-16
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5808,5.6644,2026-07-16
Polen,Polsk zloty,PLN,2.5265,2.5648,2026-07-16
Schweiz,Schweizisk franc,CHF,11.8257,12.0008,2026-07-16
Singapore,Singaporiansk dollar,SGD,7.4002,7.51,2026-07-16
Storbritannien,Brittiskt pund,GBP,12.9011,13.0919,2026-07-16
Sydafrika,Sydafrikansk rand,ZAR,0.5802,0.5951,2026-07-16
Thailand,Thailänsk bath,THB,0.2827,0.2903,2026-07-16
Tjeckien,Tjeckisk krona,CZK,0.4519,0.4587,2026-07-16
Turkiet,Turkisk lira,TRY,0.2011,0.2063,2026-07-16
Ungern,Ungersk forint,HUF,0.0303,0.0311,2026-07-16
USA,Amerikansk dollar,USD,9.5343,9.6752,2026-07-16
