pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.611,2.6917,2.6917,2.611,2026-06-26T23:46:54.171693Z,2026-06-26T23:46:54.171693Z
AUD/SEK,AUD,SEK,1,6.6045,6.8243,6.8243,6.6045,2026-06-26T23:46:54.045322Z,2026-06-26T23:46:54.045322Z
BDT/SEK,BDT,SEK,1,0.076501,0.081989,0.081989,0.076501,2026-06-26T23:46:54.235167Z,2026-06-26T23:46:54.235167Z
BHD/SEK,BHD,SEK,1,25.4375,26.2231,26.2231,25.4375,2026-06-26T23:46:53.466425Z,2026-06-26T23:46:53.466425Z
CAD/SEK,CAD,SEK,1,6.7718,6.9443,6.9443,6.7718,2026-06-26T23:46:53.783188Z,2026-06-26T23:46:53.783188Z
CHF/SEK,CHF,SEK,1,11.8864,12.1635,12.1635,11.8864,2026-06-26T23:46:53.464201Z,2026-06-26T23:46:53.464201Z
CNH/SEK,CNH,SEK,1,1.4091,1.4538,1.4538,1.4091,2026-06-26T23:46:53.893059Z,2026-06-26T23:46:53.893059Z
CNY/SEK,CNY,SEK,1,1.4005,1.46342,1.46342,1.4005,2026-06-26T23:46:53.318955Z,2026-06-26T23:46:53.318955Z
CZK/SEK,CZK,SEK,1,0.45103,0.46544,0.46544,0.45103,2026-06-26T23:46:53.984965Z,2026-06-26T23:46:53.984965Z
DKK/SEK,DKK,SEK,1,1.46585,1.50051,1.50051,1.46585,2026-06-26T23:46:53.987362Z,2026-06-26T23:46:53.987362Z
EGP/SEK,EGP,SEK,1,0.1904,0.203,0.203,0.1904,2026-06-26T23:46:53.389122Z,2026-06-26T23:46:53.389122Z
EUR/SEK,EUR,SEK,1,10.9575,11.2135,11.2135,10.9575,2026-06-26T22:16:53.058728Z,2026-06-26T22:16:53.058728Z
GBP/SEK,GBP,SEK,1,12.6791,13.0247,13.0247,12.6791,2026-06-26T23:46:53.252388Z,2026-06-26T23:46:53.252388Z
GIP/SEK,GIP,SEK,1,12.687949,13.021442,13.021442,12.687949,2026-06-26T23:46:53.518155Z,2026-06-26T23:46:53.518155Z
HKD/SEK,HKD,SEK,1,1.22181,1.26188,1.26188,1.22181,2026-06-26T23:46:53.316588Z,2026-06-26T23:46:53.316588Z
HUF/SEK,HUF,SEK,1,0.030883,0.03177,0.03177,0.030883,2026-06-26T23:46:52.904495Z,2026-06-26T23:46:52.904495Z
IDR/SEK,IDR,SEK,1,0.0005314,0.0005556,0.0005556,0.0005314,2026-06-26T23:46:53.254877Z,2026-06-26T23:46:53.254877Z
ILS/SEK,ILS,SEK,1,3.1812,3.3134,3.3134,3.1812,2026-06-26T23:46:53.249952Z,2026-06-26T23:46:53.249952Z
INR/SEK,INR,SEK,1,0.10092,0.10539,0.10539,0.10092,2026-06-26T23:46:53.391755Z,2026-06-26T23:46:53.391755Z
ISK/SEK,ISK,SEK,1,0.0752,0.0788,0.0788,0.0752,2026-06-26T23:46:53.888332Z,2026-06-26T23:46:53.888332Z
JPY/SEK,JPY,SEK,1,0.059493,0.060915,0.060915,0.059493,2026-06-26T23:46:54.047870Z,2026-06-26T23:46:54.047870Z
KES/SEK,KES,SEK,1,0.0735,0.0769,0.0769,0.0735,2026-06-26T23:46:53.282657Z,2026-06-26T23:46:53.282657Z
KRW/SEK,KRW,SEK,1,0.00622,0.00647,0.00647,0.00622,2026-06-26T23:46:53.285356Z,2026-06-26T23:46:53.285356Z
KWD/SEK,KWD,SEK,1,30.9501,31.949,31.949,30.9501,2026-06-26T23:46:52.911675Z,2026-06-26T23:46:52.911675Z
KZT/SEK,KZT,SEK,1,0.019588,0.020494,0.020494,0.019588,2026-06-26T23:46:53.785566Z,2026-06-26T23:46:53.785566Z
LKR/SEK,LKR,SEK,1,0.028085,0.029938,0.029938,0.028085,2026-06-26T23:46:53.203012Z,2026-06-26T23:46:53.203012Z
MAD/SEK,MAD,SEK,1,1.0148,1.0602,1.0602,1.0148,2026-06-26T23:46:53.469190Z,2026-06-26T23:46:53.469190Z
MXN/SEK,MXN,SEK,1,0.52993,0.57821,0.57821,0.52993,2026-06-26T23:46:53.321308Z,2026-06-26T23:46:53.321308Z
MYR/SEK,MYR,SEK,1,2.3521,2.4115,2.4115,2.3521,2026-06-26T23:46:54.237926Z,2026-06-26T23:46:54.237926Z
NOK/SEK,NOK,SEK,1,0.96817,0.99272,0.99272,0.96817,2026-06-26T23:46:53.209046Z,2026-06-26T23:46:53.209046Z
