country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.669,6.749,6.669,6.749,8/7
Danmark,DKK/SEK,DKK,SEK,1,1.472365,1.488365,1.472365,1.488365,8/7
Euro,EUR/SEK,EUR,SEK,1,10.99555,11.13555,10.99555,11.13555,8/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2236,1.2498,1.2236,1.2498,8/7
Indien,INR/SEK,INR,SEK,1,0.098412,0.104613,0.098412,0.104613,8/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000525,0.000558,0.000525,0.000558,8/7
Island,ISK/SEK,ISK,SEK,1,0.076887,0.077227,0.076887,0.077227,8/7
Japan,JPY/SEK,JPY,SEK,1,0.059246,0.060186,0.059246,0.060186,8/7
Kanada,CAD/SEK,CAD,SEK,1,6.8007,6.8868,6.8007,6.8868,8/7
Kina,CNY/SEK,CNY,SEK,1,1.4166,1.4367,1.4166,1.4367,8/7
Malaysia,MYR/SEK,MYR,SEK,1,2.367799,2.3978,2.367799,2.3978,8/7
Marocko,MAD/SEK,MAD,SEK,1,1.0189,1.0536,1.0189,1.0536,8/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5463,0.5604,0.5463,0.5604,8/7
Norge,NOK/SEK,NOK,SEK,1,0.98195,0.99495,0.98195,0.99495,8/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4873,5.5693,5.4873,5.5693,8/7
Polen,PLN/SEK,PLN,SEK,1,2.5524,2.5924,2.5524,2.5924,8/7
Ryssland,RUB/SEK,RUB,SEK,1,0.123645,0.128025,0.123645,0.128025,8/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5502,2.6144,2.5502,2.6144,8/7
Schweiz,CHF/SEK,CHF,SEK,1,11.94875,12.06075,11.94875,12.06075,8/7
Singapore,SGD/SEK,SGD,SEK,1,7.4621,7.5336,7.4621,7.5336,8/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.8788,13.0188,12.8788,13.0188,8/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5839,0.6019,0.5839,0.6019,8/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006295,0.006467,0.006295,0.006467,8/7
Thailand,THB/SEK,THB,SEK,1,0.2869,0.2928,0.2869,0.2928,8/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.453,0.4596,0.453,0.4596,8/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1724,0.2413,0.1724,0.2413,8/7
Ungern,HUF/SEK,HUF,SEK,1,0.030684,0.031445,0.030684,0.031445,8/7
USA,USD/SEK,USD,SEK,1,9.6293,9.7643,9.6293,9.7643,8/7
