country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.5988,6.6967,2026-06-10
Danmark,Dansk krona,DKK,1.4556,1.4771,2026-06-10
Euro,Euro,EUR,10.8798,11.0404,2026-06-10
Hong Kong,Hongkong dollar,HKD,1.1948,1.2253,2026-06-10
Indien,Indisk rupie,INR,0.097,0.1021,2026-06-10
Japan,Japanskt yen,JPY,0.0587,0.0595,2026-06-10
Kanada,Kanadensisk dollar,CAD,6.7593,6.8596,2026-06-10
Kina,Kinesisk yuan,CNY,1.3801,1.4177,2026-06-10
Mexiko,Mexikansk peso,MXN,0.537,0.5508,2026-06-10
Norge,Norsk krona,NOK,0.9919,1.0066,2026-06-10
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4732,5.5549,2026-06-10
Polen,Polsk zloty,PLN,2.5612,2.6006,2026-06-10
Schweiz,Schweizisk franc,CHF,11.7887,11.9631,2026-06-10
Singapore,Singaporiansk dollar,SGD,7.3126,7.421,2026-06-10
Storbritannien,Brittiskt pund,GBP,12.6111,12.7982,2026-06-10
Sydafrika,Sydafrikansk rand,ZAR,0.5657,0.5804,2026-06-10
Thailand,Thailänsk bath,THB,0.2847,0.2924,2026-06-10
Tjeckien,Tjeckisk krona,CZK,0.4499,0.4567,2026-06-10
Turkiet,Turkisk lira,TRY,0.2027,0.2081,2026-06-10
Ungern,Ungersk forint,HUF,0.0304,0.0312,2026-06-10
USA,Amerikansk dollar,USD,9.4152,9.5545,2026-06-10
