updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
17.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9897,1.0037,98.97,100.37,0.47,99.67,100.0,0.9897,1.0037
17.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.5942,9.7002,9.5942,9.7002,0.0633,9.6472,1.0,9.5942,9.7002
17.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.985,11.11,10.985,11.11,0.0538,11.0475,1.0,10.985,11.11
17.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4705000000000001,1.4855,147.05,148.55,0.78,147.8,100.0,1.4705000000000001,1.4855
17.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.9287,13.0747,12.9287,13.0747,0.0204,13.0017,1.0,12.9287,13.0747
17.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.8877,11.9997,1188.77,1199.97,4.81,1194.37,100.0,11.8877,11.9997
17.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.058941999999999994,0.059942,5.8942,5.9942,0.0313,5.9442,100.0,0.058941999999999994,0.059942
17.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.6058,2.6498,2.6058,2.6498,0.0173,2.6278,1.0,2.6058,2.6498
17.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.7015,6.7865,6.7015,6.7865,0.0308,6.744,1.0,6.7015,6.7865
17.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.4234,25.8234,25.4234,25.8234,0.1715,25.6234,1.0,25.4234,25.8234
17.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.6984,0.7284,0.6984,0.7284,0.0018,0.7134,1.0,0.6984,0.7284
17.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.1542,0.15960000000000002,15.42,15.96,0.12,15.69,100.0,0.1542,0.15960000000000002
17.07.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.2181,1.2421,1.2181,1.2421,0.0072,1.2301,1.0,1.2181,1.2421
17.07.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.098,0.1024,0.098,0.1024,0.0006,0.1002,1.0,0.098,0.1024
17.07.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000527,0.0005510000000000001,0.0527,0.0551,0.0006,0.0539,100.0,0.000527,0.0005510000000000001
17.07.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.076155,0.07875499999999999,7.6155,7.8755,0.0393,7.7455,100.0,0.076155,0.07875499999999999
17.07.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.1436,3.2036,3.1436,3.2036,-0.0385,3.1736,1.0,3.1436,3.2036
17.07.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.8301,6.9201,6.8301,6.9201,0.0476,6.8751,1.0,6.8301,6.9201
17.07.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.073669,0.076669,7.3669,7.6669,0.0495,7.5169,100.0,0.073669,0.076669
17.07.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.4088999999999998,1.4388999999999998,140.89,143.89,0.8,142.39,100.0,1.4088999999999998,1.4388999999999998
17.07.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.4101,1.4401,141.01,144.01,0.82,142.51,100.0,1.4101,1.4401
17.07.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,31.2257,31.7257,31.2257,31.7257,0.2065,31.4757,1.0,31.2257,31.7257
17.07.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,1.0155,1.0595,101.55,105.95,0.65,103.75,100.0,1.0155,1.0595
17.07.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5468,0.5608,54.68,56.08,0.27,55.38,100.0,0.5468,0.5608
17.07.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5934,5.6754,5.5934,5.6754,0.0222,5.6344,1.0,5.5934,5.6754
17.07.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,24.89,25.29,24.89,25.29,0.16,25.09,1.0,24.89,25.29
17.07.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.034,0.0356,0.034,0.0356,0.0002,0.0348,1.0,0.034,0.0356
17.07.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5288,2.5738,252.88,257.38,0.93,255.13,100.0,2.5288,2.5738
17.07.2026 09:00,Qatar,QAR/SEK,QAR,SEK,1,2.6262,2.6702,2.6262,2.6702,0.0169,2.6482,1.0,2.6262,2.6702
17.07.2026 09:00,Rum‰nien,RON/SEK,RON,SEK,100,2.085,2.137,208.5,213.7,0.95,211.1,100.0,2.085,2.137
17.07.2026 09:00,Saudiarabien,SAR/SEK,SAR,SEK,1,2.5495,2.5895,2.5495,2.5895,0.017,2.5695,1.0,2.5495,2.5895
17.07.2026 09:00,Singapore,SGD/SEK,SGD,SEK,1,7.4365,7.5205,7.4365,7.5205,0.0389,7.4785,1.0,7.4365,7.5205
17.07.2026 09:00,Sri Lanka,LKR/SEK,LKR,SEK,100,0.027999999999999997,0.0296,2.8,2.96,0.02,2.88,100.0,0.027999999999999997,0.0296
17.07.2026 09:00,Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5728,0.5988,0.5728,0.5988,-0.0012,0.5858,1.0,0.5728,0.5988
17.07.2026 09:00,Sydkorea,KRW/SEK,KRW,SEK,100,0.006424999999999999,0.006625,0.6425,0.6625,0.0033,0.6525,100.0,0.006424999999999999,0.006625
17.07.2026 09:00,Tanzania,TZS/SEK,TZS,SEK,100,0.003624,0.003764,0.3624,0.3764,0.0021,0.3694,100.0,0.003624,0.003764
17.07.2026 09:00,Thailand,THB/SEK,THB,SEK,100,0.2841,0.29109999999999997,28.41,29.11,0.2,28.76,100.0,0.2841,0.29109999999999997
17.07.2026 09:00,Tjeckien,CZK/SEK,CZK,SEK,100,0.45280000000000004,0.4594,45.28,45.94,0.16,45.61,100.0,0.45280000000000004,0.4594
