country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7487,6.8488,2026-07-24
Danmark,Dansk krona,DKK,1.4723,1.4941,2026-07-24
Euro,Euro,EUR,11.0073,11.1697,2026-07-24
Hong Kong,Hongkong dollar,HKD,1.2258,1.2571,2026-07-24
Indien,Indisk rupie,INR,0.0983,0.1035,2026-07-24
Japan,Japanskt yen,JPY,0.059,0.0599,2026-07-24
Kanada,Kanadensisk dollar,CAD,6.8656,6.9675,2026-07-24
Kina,Kinesisk yuan,CNY,1.4176,1.4562,2026-07-24
Mexiko,Mexikansk peso,MXN,0.5494,0.5636,2026-07-24
Norge,Norsk krona,NOK,1.0058,1.0207,2026-07-24
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5932,5.6768,2026-07-24
Polen,Polsk zloty,PLN,2.5439,2.5824,2026-07-24
Schweiz,Schweizisk franc,CHF,11.8385,12.0139,2026-07-24
Singapore,Singaporiansk dollar,SGD,7.4851,7.5963,2026-07-24
Storbritannien,Brittiskt pund,GBP,12.8872,13.0782,2026-07-24
Sydafrika,Sydafrikansk rand,ZAR,0.57,0.5846,2026-07-24
Thailand,Thailänsk bath,THB,0.285,0.2927,2026-07-24
Tjeckien,Tjeckisk krona,CZK,0.4552,0.4623,2026-07-24
Turkiet,Turkisk lira,TRY,0.2028,0.2082,2026-07-24
Ungern,Ungersk forint,HUF,0.0301,0.0309,2026-07-24
USA,Amerikansk dollar,USD,9.6636,9.8066,2026-07-24
