country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6593,6.7579,2026-08-04
Danmark,Dansk krona,DKK,1.4615,1.4832,2026-08-04
Euro,Euro,EUR,10.9255,11.0867,2026-08-04
Hong Kong,Hongkong dollar,HKD,1.2042,1.2349,2026-08-04
Indien,Indisk rupie,INR,0.0977,0.1029,2026-08-04
Japan,Japanskt yen,JPY,0.0602,0.0611,2026-08-04
Kanada,Kanadensisk dollar,CAD,6.752,6.8521,2026-08-04
Kina,Kinesisk yuan,CNY,1.3971,1.4354,2026-08-04
Mexiko,Mexikansk peso,MXN,0.5456,0.5596,2026-08-04
Norge,Norsk krona,NOK,0.9957,1.0106,2026-08-04
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5695,5.6527,2026-08-04
Polen,Polsk zloty,PLN,2.5336,2.5718,2026-08-04
Schweiz,Schweizisk franc,CHF,11.7185,11.892,2026-08-04
Singapore,Singaporiansk dollar,SGD,7.3971,7.5071,2026-08-04
Storbritannien,Brittiskt pund,GBP,12.7504,12.9396,2026-08-04
Sydafrika,Sydafrikansk rand,ZAR,0.5719,0.5866,2026-08-04
Thailand,Thailänsk bath,THB,0.2827,0.2903,2026-08-04
Tjeckien,Tjeckisk krona,CZK,0.4513,0.4581,2026-08-04
Turkiet,Turkisk lira,TRY,0.1984,0.2036,2026-08-04
Ungern,Ungersk forint,HUF,0.0299,0.0306,2026-08-04
USA,Amerikansk dollar,USD,9.4949,9.6353,2026-08-04
