country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6725,6.7525,6.6725,6.7525,4/8
Danmark,DKK/SEK,DKK,SEK,1,1.46408,1.48008,1.46408,1.48008,4/8
Euro,EUR/SEK,EUR,SEK,1,10.9344,11.0744,10.9344,11.0744,4/8
Hongkong,HKD/SEK,HKD,SEK,1,1.2059,1.2322,1.2059,1.2322,4/8
Indien,INR/SEK,INR,SEK,1,0.097195,0.103396,0.097195,0.103396,4/8
Indonesien,IDR/SEK,IDR,SEK,1,0.000517,0.00055,0.000517,0.00055,4/8
Island,ISK/SEK,ISK,SEK,1,0.077327,0.077667,0.077327,0.077667,4/8
Japan,JPY/SEK,JPY,SEK,1,0.060117,0.061058,0.060117,0.061058,4/8
Kanada,CAD/SEK,CAD,SEK,1,6.7639,6.85,6.7639,6.85,4/8
Kina,CNY/SEK,CNY,SEK,1,1.4055,1.4256,1.4055,1.4256,4/8
Malaysia,MYR/SEK,MYR,SEK,1,2.319367,2.349368,2.319367,2.349368,4/8
Marocko,MAD/SEK,MAD,SEK,1,1.0067,1.0414,1.0067,1.0414,4/8
Mexiko,MXN/SEK,MXN,SEK,1,0.5457,0.5598,0.5457,0.5598,4/8
Norge,NOK/SEK,NOK,SEK,1,0.995505,1.008505,0.995505,1.008505,4/8
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5732,5.6552,5.5732,5.6552,4/8
Polen,PLN/SEK,PLN,SEK,1,2.5334,2.5734,2.5334,2.5734,4/8
Ryssland,RUB/SEK,RUB,SEK,1,0.115755,0.120135,0.115755,0.120135,4/8
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5133,2.5775,2.5133,2.5775,4/8
Schweiz,CHF/SEK,CHF,SEK,1,11.74765,11.85965,11.74765,11.85965,4/8
Singapore,SGD/SEK,SGD,SEK,1,7.4127,7.4842,7.4127,7.4842,4/8
Storbritannien,GBP/SEK,GBP,SEK,1,12.7752,12.9152,12.7752,12.9152,4/8
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5707,0.5888,0.5707,0.5888,4/8
Sydkorea,KRW/SEK,KRW,SEK,1,0.006585,0.006757,0.006585,0.006757,4/8
Thailand,THB/SEK,THB,SEK,1,0.2834,0.2892,0.2834,0.2892,4/8
Tjeckien,CZK/SEK,CZK,SEK,1,0.451455,0.458055,0.451455,0.458055,4/8
Turkiet,TRY/SEK,TRY,SEK,1,0.1664,0.2353,0.1664,0.2353,4/8
Ungern,HUF/SEK,HUF,SEK,1,0.029927,0.030688,0.029927,0.030688,4/8
USA,USD/SEK,USD,SEK,1,9.4929,9.6279,9.4929,9.6279,4/8
