country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6767,6.7568,6.6767,6.7568,30/7
Danmark,DKK/SEK,DKK,SEK,1,1.47074,1.48674,1.47074,1.48674,30/7
Euro,EUR/SEK,EUR,SEK,1,10.98325,11.12325,10.98325,11.12325,30/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2176,1.2438,1.2176,1.2438,30/7
Indien,INR/SEK,INR,SEK,1,0.097784,0.103984,0.097784,0.103984,30/7
Indonesien,IDR/SEK,IDR,SEK,1,0.00052,0.000553,0.00052,0.000553,30/7
Island,ISK/SEK,ISK,SEK,1,0.077345,0.077685,0.077345,0.077685,30/7
Japan,JPY/SEK,JPY,SEK,1,0.058529,0.05947,0.058529,0.05947,30/7
Kanada,CAD/SEK,CAD,SEK,1,6.8235,6.9096,6.8235,6.9096,30/7
Kina,CNY/SEK,CNY,SEK,1,1.4186,1.4387,1.4186,1.4387,30/7
Malaysia,MYR/SEK,MYR,SEK,1,2.344216,2.374216,2.344216,2.374216,30/7
Marocko,MAD/SEK,MAD,SEK,1,1.0114,1.0461,1.0114,1.0461,30/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5467,0.5608,0.5467,0.5608,30/7
Norge,NOK/SEK,NOK,SEK,1,0.999015,1.012015,0.999015,1.012015,30/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5729,5.6549,5.5729,5.6549,30/7
Polen,PLN/SEK,PLN,SEK,1,2.5435,2.5836,2.5435,2.5836,30/7
Ryssland,RUB/SEK,RUB,SEK,1,0.11818,0.12256,0.11818,0.12256,30/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.539,2.6033,2.539,2.6033,30/7
Schweiz,CHF/SEK,CHF,SEK,1,11.7741,11.8861,11.7741,11.8861,30/7
Singapore,SGD/SEK,SGD,SEK,1,7.4436,7.515,7.4436,7.515,30/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.8213,12.9613,12.8213,12.9613,30/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5707,0.5888,0.5707,0.5888,30/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006594,0.006766,0.006594,0.006766,30/7
Thailand,THB/SEK,THB,SEK,1,0.284,0.2899,0.284,0.2899,30/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.453905,0.460505,0.453905,0.460505,30/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1687,0.2376,0.1687,0.2376,30/7
Ungern,HUF/SEK,HUF,SEK,1,0.03009,0.030852,0.03009,0.030852,30/7
USA,USD/SEK,USD,SEK,1,9.587,9.722,9.587,9.722,30/7
