pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.58120,6.66910,AUD,Australiensiska dollar,6.58120,6.66910,6.62515,11:59:59
BRL/SEK,BRL,SEK,1,1.78860,1.88950,BRL,Brasilianska real,1.78860,1.88950,1.83905,11:59:59
CAD/SEK,CAD,SEK,1,6.6664,6.7540,CAD,Kanadensiska dollar,6.6664,6.7540,6.7102,11:59:59
CHF/SEK,CHF,SEK,1,11.72220,11.85710,CHF,Schweiziska franc,11.72220,11.85710,11.78965,11:59:59
CNY/SEK,CNY,SEK,1,1.35700,1.38770,CNY,Kinesiska yuan,1.35700,1.38770,1.37235,11:59:59
CZK/SEK,CZK,SEK,1,0.44018,0.44946,CZK,Tjeckiska koruna,0.44018,0.44946,0.44482,11:59:59
DKK/SEK,DKK,SEK,1,1.43770,1.45420,DKK,Danska kronor,1.43770,1.45420,1.44595,11:59:59
EUR/SEK,EUR,SEK,1,10.73870,10.87180,EUR,Euro,10.73870,10.87180,10.80525,11:59:59
GBP/SEK,GBP,SEK,1,12.3917,12.5361,GBP,Pound sterling,12.3917,12.5361,12.4639,11:59:59
HKD/SEK,HKD,SEK,1,1.17560,1.20010,HKD,Hong Kong dollar,1.17560,1.20010,1.18785,11:59:59
HUF/SEK,HUF,SEK,1,0.0298900,0.0309150,HUF,Ungerska forint,0.0298900,0.0309150,0.0304025,11:59:59
ILS/SEK,ILS,SEK,1,3.20380,3.36230,ILS,Israelska new shekel,3.20380,3.36230,3.28305,11:59:59
INR/SEK,INR,SEK,1,0.0939030,0.1005520,INR,Indiska rupees,0.0939030,0.1005520,0.0972275,11:59:59
JPY/SEK,JPY,SEK,1,0.057854,0.058876,JPY,Japanska yen,0.057854,0.058876,0.058365,11:59:59
NOK/SEK,NOK,SEK,1,0.9940,1.0088,NOK,Norska kronor,0.9940,1.0088,1.0014,11:59:59
NZD/SEK,NZD,SEK,1,5.43760,5.52530,NZD,Nya Zeeländska dollar,5.43760,5.52530,5.48145,11:59:59
PLN/SEK,PLN,SEK,1,2.5213,2.5829,PLN,Polska zloty,2.5213,2.5829,2.5521,11:59:59
SGD/SEK,SGD,SEK,1,7.23160,7.31450,SGD,Singapore dollar,7.23160,7.31450,7.27305,11:59:59
THB/SEK,THB,SEK,1,0.278000,0.291170,THB,Thailändska baht,0.278000,0.291170,0.284585,11:59:59
TRY/SEK,TRY,SEK,1,0.18464,0.22074,TRY,Turkiska lira,0.18464,0.22074,0.20269,11:59:59
USD/SEK,USD,SEK,1,9.2379,9.3707,USD,Amerikanska dollar,9.2379,9.3707,9.3043,11:59:59
ZAR/SEK,ZAR,SEK,1,0.557450,0.577820,ZAR,Sydafrikanska rand,0.557450,0.577820,0.567635,11:59:59
