pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.75390,6.84260,AUD,Australiensiska dollar,6.75390,6.84260,6.79825,2026-07-23
BRL/SEK,BRL,SEK,1,1.8702,1.9710,BRL,Brasilianska real,1.8702,1.9710,1.9206,2026-07-23
CAD/SEK,CAD,SEK,1,6.85430,6.94260,CAD,Kanadensiska dollar,6.85430,6.94260,6.89845,2026-07-23
CHF/SEK,CHF,SEK,1,11.85440,11.99350,CHF,Schweiziska franc,11.85440,11.99350,11.92395,2026-07-23
CNY/SEK,CNY,SEK,1,1.4196,1.4502,CNY,Kinesiska yuan,1.4196,1.4502,1.4349,2026-07-23
CZK/SEK,CZK,SEK,1,0.45356,0.46288,CZK,Tjeckiska koruna,0.45356,0.46288,0.45822,2026-07-23
DKK/SEK,DKK,SEK,1,1.4747,1.4913,DKK,Danska kronor,1.4747,1.4913,1.4830,2026-07-23
EUR/SEK,EUR,SEK,1,11.0196,11.1532,EUR,Euro,11.0196,11.1532,11.0864,2026-07-23
GBP/SEK,GBP,SEK,1,12.9162,13.0630,GBP,Pound sterling,12.9162,13.0630,12.9896,2026-07-23
HKD/SEK,HKD,SEK,1,1.2266,1.2512,HKD,Hong Kong dollar,1.2266,1.2512,1.2389,2026-07-23
HUF/SEK,HUF,SEK,1,0.0299280,0.0309570,HUF,Ungerska forint,0.0299280,0.0309570,0.0304425,2026-07-23
ILS/SEK,ILS,SEK,1,3.0832,3.2416,ILS,Israelska new shekel,3.0832,3.2416,3.1624,2026-07-23
INR/SEK,INR,SEK,1,0.097270,0.103920,INR,Indiska rupees,0.097270,0.103920,0.100595,2026-07-23
JPY/SEK,JPY,SEK,1,0.0589420,0.0599750,JPY,Japanska yen,0.0589420,0.0599750,0.0594585,2026-07-23
NOK/SEK,NOK,SEK,1,1.0058,1.0206,NOK,Norska kronor,1.0058,1.0206,1.0132,2026-07-23
NZD/SEK,NZD,SEK,1,5.5865,5.6757,NZD,Nya Zeeländska dollar,5.5865,5.6757,5.6311,2026-07-23
PLN/SEK,PLN,SEK,1,2.53180,2.59370,PLN,Polska zloty,2.53180,2.59370,2.56275,2026-07-23
SGD/SEK,SGD,SEK,1,7.4854,7.5688,SGD,Singapore dollar,7.4854,7.5688,7.5271,2026-07-23
THB/SEK,THB,SEK,1,0.280750,0.293940,THB,Thailändska baht,0.280750,0.293940,0.287345,2026-07-23
TRY/SEK,TRY,SEK,1,0.187590,0.223700,TRY,Turkiska lira,0.187590,0.223700,0.205645,2026-07-23
USD/SEK,USD,SEK,1,9.64700,9.78050,USD,Amerikanska dollar,9.64700,9.78050,9.71375,2026-07-23
ZAR/SEK,ZAR,SEK,1,0.581590,0.602020,ZAR,Sydafrikanska rand,0.581590,0.602020,0.591805,2026-07-23
