country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6647,6.7639,2026-07-13
Danmark,Dansk krona,DKK,1.4671,1.4889,2026-07-13
Euro,Euro,EUR,10.9671,11.1293,2026-07-13
Hong Kong,Hongkong dollar,HKD,1.2206,1.2518,2026-07-13
Indien,Indisk rupie,INR,0.0985,0.1037,2026-07-13
Japan,Japanskt yen,JPY,0.0593,0.0602,2026-07-13
Kanada,Kanadensisk dollar,CAD,6.7914,6.8922,2026-07-13
Kina,Kinesisk yuan,CNY,1.409,1.4477,2026-07-13
Mexiko,Mexikansk peso,MXN,0.5458,0.5599,2026-07-13
Norge,Norsk krona,NOK,0.9831,0.9979,2026-07-13
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5402,5.6233,2026-07-13
Polen,Polsk zloty,PLN,2.5296,2.5678,2026-07-13
Schweiz,Schweizisk franc,CHF,11.8854,12.0616,2026-07-13
Singapore,Singaporiansk dollar,SGD,7.4328,7.5434,2026-07-13
Storbritannien,Brittiskt pund,GBP,12.8687,13.0602,2026-07-13
Sydafrika,Sydafrikansk rand,ZAR,0.583,0.598,2026-07-13
Thailand,Thailänsk bath,THB,0.2865,0.2942,2026-07-13
Tjeckien,Tjeckisk krona,CZK,0.4518,0.4587,2026-07-13
Turkiet,Turkisk lira,TRY,0.2031,0.2085,2026-07-13
Ungern,Ungersk forint,HUF,0.0305,0.0313,2026-07-13
USA,Amerikansk dollar,USD,9.6183,9.7609,2026-07-13
