updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
16.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.985,0.9990000000000001,98.5,99.9,-0.31,99.2,100.0,0.985,0.9990000000000001
16.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.5309,9.6369,9.5309,9.6369,-0.0758,9.5839,1.0,9.5309,9.6369
16.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.9312,11.0562,10.9312,11.0562,-0.0473,10.9937,1.0,10.9312,11.0562
16.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4627000000000001,1.4777,146.27,147.77,-0.65,147.02,100.0,1.4627000000000001,1.4777
16.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.9083,13.0543,12.9083,13.0543,0.0201,12.9813,1.0,12.9083,13.0543
16.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.8396,11.951600000000001,1183.96,1195.16,-4.0,1189.56,100.0,11.8396,11.951600000000001
16.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.058629,0.059629,5.8629,5.9629,-0.0413,5.9129,100.0,0.058629,0.059629
16.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.5885,2.6325,2.5885,2.6325,-0.0192,2.6105,1.0,2.5885,2.6325
16.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.6707,6.7557,6.6707,6.7557,-0.0352,6.7132,1.0,6.6707,6.7557
16.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.2519,25.6519,25.2519,25.6519,-0.1979,25.4519,1.0,25.2519,25.6519
16.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.6966,0.7266,0.6966,0.7266,-0.0056,0.7116,1.0,0.6966,0.7266
16.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.153,0.15839999999999999,15.3,15.84,-0.12,15.57,100.0,0.153,0.15839999999999999
16.07.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.2109,1.2349,1.2109,1.2349,-0.0096,1.2229,1.0,1.2109,1.2349
16.07.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.0974,0.1018,0.0974,0.1018,-0.0008,0.0996,1.0,0.0974,0.1018
16.07.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000521,0.000545,0.0521,0.0545,-0.0003,0.0533,100.0,0.000521,0.000545
16.07.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.075762,0.078362,7.5762,7.8362,-0.0236,7.7062,100.0,0.075762,0.078362
16.07.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.1821,3.2421,3.1821,3.2421,-0.0206,3.2121,1.0,3.1821,3.2421
16.07.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.7825,6.8725,6.7825,6.8725,-0.043,6.8275,1.0,6.7825,6.8725
16.07.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.073174,0.076174,7.3174,7.6174,-0.0532,7.4674,100.0,0.073174,0.076174
16.07.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.4009,1.4309,140.09,143.09,-1.1,141.59,100.0,1.4009,1.4309
16.07.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.4019,1.4319,140.19,143.19,-1.11,141.69,100.0,1.4019,1.4319
16.07.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,31.0192,31.5192,31.0192,31.5192,-0.2319,31.2692,1.0,31.0192,31.5192
16.07.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,1.0090000000000001,1.053,100.9,105.3,-0.7,103.1,100.0,1.0090000000000001,1.053
16.07.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5440999999999999,0.5581,54.41,55.81,-0.42,55.11,100.0,0.5440999999999999,0.5581
16.07.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5712,5.6532,5.5712,5.6532,-0.0062,5.6122,1.0,5.5712,5.6532
16.07.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,24.73,25.13,24.73,25.13,-0.19,24.93,1.0,24.73,25.13
16.07.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.0338,0.0354,0.0338,0.0354,-0.0002,0.0346,1.0,0.0338,0.0354
16.07.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5195,2.5645,251.95,256.45,-1.08,254.2,100.0,2.5195,2.5645
16.07.2026 09:00,Qatar,QAR/SEK,QAR,SEK,1,2.6093,2.6533,2.6093,2.6533,-0.0207,2.6313,1.0,2.6093,2.6533
16.07.2026 09:00,Rum‰nien,RON/SEK,RON,SEK,100,2.0755,2.1275,207.55,212.75,-0.78,210.15,100.0,2.0755,2.1275
16.07.2026 09:00,Saudiarabien,SAR/SEK,SAR,SEK,1,2.5325,2.5725,2.5325,2.5725,-0.0194,2.5525,1.0,2.5325,2.5725
16.07.2026 09:00,Singapore,SGD/SEK,SGD,SEK,1,7.3976,7.4816,7.3976,7.4816,-0.0445,7.4396,1.0,7.3976,7.4816
16.07.2026 09:00,Sri Lanka,LKR/SEK,LKR,SEK,100,0.0278,0.0294,2.78,2.94,-0.02,2.86,100.0,0.0278,0.0294
16.07.2026 09:00,Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5739,0.5999,0.5739,0.5999,-0.0032,0.5869,1.0,0.5739,0.5999
16.07.2026 09:00,Sydkorea,KRW/SEK,KRW,SEK,100,0.006392,0.006592,0.6392,0.6592,-0.0005,0.6492,100.0,0.006392,0.006592
16.07.2026 09:00,Tanzania,TZS/SEK,TZS,SEK,100,0.0036030000000000003,0.0037430000000000002,0.3603,0.3743,-0.0025,0.3673,100.0,0.0036030000000000003,0.0037430000000000002
16.07.2026 09:00,Thailand,THB/SEK,THB,SEK,100,0.2821,0.2891,28.21,28.91,-0.24,28.56,100.0,0.2821,0.2891
16.07.2026 09:00,Tjeckien,CZK/SEK,CZK,SEK,100,0.4512,0.4578,45.12,45.78,-0.12,45.45,100.0,0.4512,0.4578
16.07.2026 09:00,Tunisien,TND/SEK,TND,SEK,1,3.235,3.335,3.235,3.335,-0.0179,3.285,1.0,3.235,3.335
16.07.2026 09:00,Turkiet,TRY/SEK,TRY,SEK,100,0.19879999999999998,0.20879999999999999,19.88,20.88,-0.17,20.38,100.0,0.19879999999999998,0.20879999999999999
16.07.2026 09:00,Ungern,HUF/SEK,HUF,SEK,100,0.03026,0.03096,3.026,3.096,-0.023,3.061,100.0,0.03026,0.03096
