pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6132,2.6849,2.6849,2.6132,2026-07-28T08:26:41.945682Z,2026-07-28T08:26:41.945682Z
AUD/SEK,AUD,SEK,1,6.7151,6.8481,6.8481,6.7151,2026-07-28T08:26:41.955042Z,2026-07-28T08:26:41.955042Z
BDT/SEK,BDT,SEK,1,0.076183,0.081375,0.081375,0.076183,2026-07-28T08:26:41.954452Z,2026-07-28T08:26:41.954452Z
BHD/SEK,BHD,SEK,1,25.4485,26.158,26.158,25.4485,2026-07-28T08:26:41.939024Z,2026-07-28T08:26:41.939024Z
CAD/SEK,CAD,SEK,1,6.8253,6.9605,6.9605,6.8253,2026-07-28T08:26:41.946075Z,2026-07-28T08:26:41.946075Z
CHF/SEK,CHF,SEK,1,11.7537,11.9866,11.9866,11.7537,2026-07-28T08:26:41.953006Z,2026-07-28T08:26:41.953006Z
CNH/SEK,CNH,SEK,1,1.4182,1.4571,1.4571,1.4182,2026-07-28T08:26:41.949220Z,2026-07-28T08:26:41.949220Z
CNY/SEK,CNY,SEK,1,1.4087,1.46669,1.46669,1.4087,2026-07-28T08:26:41.939372Z,2026-07-28T08:26:41.939372Z
CZK/SEK,CZK,SEK,1,0.45279,0.46193,0.46193,0.45279,2026-07-28T08:26:41.939521Z,2026-07-28T08:26:41.939521Z
DKK/SEK,DKK,SEK,1,1.46531,1.49439,1.49439,1.46531,2026-07-28T08:26:31.816627Z,2026-07-28T08:26:31.816627Z
EGP/SEK,EGP,SEK,1,0.1863,0.1982,0.1982,0.1863,2026-07-28T08:26:41.954520Z,2026-07-28T08:26:41.954520Z
EUR/SEK,EUR,SEK,1,10.9604,11.1776,11.1776,10.9604,2026-07-28T10:03:51.419657Z,2026-07-28T10:03:51.419657Z
