country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6892,6.7884,2026-07-29
Danmark,Dansk krona,DKK,1.4663,1.488,2026-07-29
Euro,Euro,EUR,10.9614,11.1231,2026-07-29
Hong Kong,Hongkong dollar,HKD,1.2204,1.2516,2026-07-29
Indien,Indisk rupie,INR,0.0987,0.1039,2026-07-29
Japan,Japanskt yen,JPY,0.0588,0.0597,2026-07-29
Kanada,Kanadensisk dollar,CAD,6.8255,6.9267,2026-07-29
Kina,Kinesisk yuan,CNY,1.4125,1.4511,2026-07-29
Mexiko,Mexikansk peso,MXN,0.5489,0.5631,2026-07-29
Norge,Norsk krona,NOK,0.9943,1.0092,2026-07-29
Nya Zeeland,Nyzeeländsk dollar,NZD,5.5689,5.6522,2026-07-29
Polen,Polsk zloty,PLN,2.531,2.5691,2026-07-29
Schweiz,Schweizisk franc,CHF,11.7565,11.931,2026-07-29
Singapore,Singaporiansk dollar,SGD,7.4485,7.559,2026-07-29
Storbritannien,Brittiskt pund,GBP,12.7948,12.9845,2026-07-29
Sydafrika,Sydafrikansk rand,ZAR,0.5722,0.587,2026-07-29
Thailand,Thailänsk bath,THB,0.2857,0.2934,2026-07-29
Tjeckien,Tjeckisk krona,CZK,0.4531,0.4599,2026-07-29
Turkiet,Turkisk lira,TRY,0.2017,0.2071,2026-07-29
Ungern,Ungersk forint,HUF,0.0302,0.0309,2026-07-29
USA,Amerikansk dollar,USD,9.6224,9.7647,2026-07-29
