country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6513,6.7501,2026-07-02
Danmark,Dansk krona,DKK,1.4706,1.4922,2026-07-02
Euro,Euro,EUR,10.9925,11.1549,2026-07-02
Hong Kong,Hongkong dollar,HKD,1.2218,1.2531,2026-07-02
Indien,Indisk rupie,INR,0.0991,0.1044,2026-07-02
Japan,Japanskt yen,JPY,0.0598,0.0607,2026-07-02
Kanada,Kanadensisk dollar,CAD,6.7875,6.8883,2026-07-02
Kina,Kinesisk yuan,CNY,1.4102,1.449,2026-07-02
Mexiko,Mexikansk peso,MXN,0.5461,0.5601,2026-07-02
Norge,Norsk krona,NOK,0.9749,0.9894,2026-07-02
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4783,5.5603,2026-07-02
Polen,Polsk zloty,PLN,2.5614,2.6,2026-07-02
Schweiz,Schweizisk franc,CHF,11.9648,12.1425,2026-07-02
Singapore,Singaporiansk dollar,SGD,7.4465,7.5574,2026-07-02
Storbritannien,Brittiskt pund,GBP,12.8528,13.0436,2026-07-02
Sydafrika,Sydafrikansk rand,ZAR,0.5849,0.6,2026-07-02
Thailand,Thailänsk bath,THB,0.2876,0.2954,2026-07-02
Tjeckien,Tjeckisk krona,CZK,0.4539,0.4607,2026-07-02
Turkiet,Turkisk lira,TRY,0.2047,0.2101,2026-07-02
Ungern,Ungersk forint,HUF,0.0307,0.0315,2026-07-02
USA,Amerikansk dollar,USD,9.6346,9.7774,2026-07-02
