scraped_at,bank,currency,bid,ask,mid,spread,rate_date,source_bank_label
2026-05-27T12:52:53+00:00,Danske Bank,CAD,6.6482,6.7361,6.69215,0.0879,11:59:59,Kanadensiska dollar
2026-05-27T12:52:53+00:00,Danske Bank,CHF,11.7061,11.8419,11.774,0.1358,11:59:59,Schweiziska franc
2026-05-27T12:52:53+00:00,Danske Bank,CNY,1.3489,1.3796,1.36425,0.0307,11:59:59,Kinesiska yuan
2026-05-27T12:52:53+00:00,Danske Bank,CZK,0.43919,0.44853,0.44386,0.00934,11:59:59,Tjeckiska koruna
2026-05-27T12:52:53+00:00,Danske Bank,DKK,1.4334,1.45,1.4417,0.0166,11:59:59,Danska kronor
2026-05-27T12:52:53+00:00,Danske Bank,EUR,10.7062,10.8398,10.773,0.1336,11:59:59,Euro
2026-05-27T12:52:53+00:00,Danske Bank,GBP,12.3663,12.5117,12.439,0.1454,11:59:59,Pound sterling
2026-05-27T12:52:53+00:00,Danske Bank,HKD,1.1686,1.1931,1.18085,0.0245,11:59:59,Hong Kong dollar
2026-05-27T12:52:53+00:00,Danske Bank,HUF,0.029855,0.030881,0.030368,0.001026,11:59:59,Ungerska forint
2026-05-27T12:52:53+00:00,Danske Bank,ILS,3.1821,3.3408,3.26145,0.1587,11:59:59,Israelska new shekel
2026-05-27T12:52:53+00:00,Danske Bank,INR,0.093353,0.099998,0.0966755,0.006645,11:59:59,Indiska rupees
2026-05-27T12:52:53+00:00,Danske Bank,JPY,0.057541,0.058566,0.0580535,0.001025,11:59:59,Japanska yen
2026-05-27T12:52:53+00:00,Danske Bank,NOK,0.9886,1.0034,0.996,0.0148,11:59:59,Norska kronor
2026-05-27T12:52:53+00:00,Danske Bank,NZD,5.3995,5.4879,5.4437,0.0884,11:59:59,Nya Zeeländska dollar
2026-05-27T12:52:53+00:00,Danske Bank,PLN,2.5127,2.5744,2.54355,0.0617,11:59:59,Polska zloty
2026-05-27T12:52:53+00:00,Danske Bank,SGD,7.204,7.2873,7.24565,0.0833,11:59:59,Singapore dollar
2026-05-27T12:52:53+00:00,Danske Bank,THB,0.27759,0.2908,0.284195,0.01321,11:59:59,Thailändska baht
2026-05-27T12:52:53+00:00,Danske Bank,TRY,0.18348,0.21959,0.201535,0.03611,11:59:59,Turkiska lira
2026-05-27T12:52:53+00:00,Danske Bank,USD,9.1847,9.318,9.25135,0.1333,11:59:59,Amerikanska dollar
2026-05-27T12:52:53+00:00,Danske Bank,ZAR,0.55637,0.57682,0.566595,0.02045,11:59:59,Sydafrikanska rand
2026-05-27T12:52:53+00:00,Handelsbanken,EUR,,,10.7736,,,EUR/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,USD,,,9.2414,,,USD/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,GBP,,,12.4334,,,GBP/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,JPY,,,5.801,,,JPY/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,CHF,,,11.7807,,,CHF/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,NOK,,,0.9961,,,NOK/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,DKK,,,1.4419,,,DKK/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,CAD,,,6.687,,,CAD/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,AUD,,,6.6038,,,AUD/SEK Spot
2026-05-27T12:52:53+00:00,Handelsbanken,NZD,,,5.4543,,,NZD/SEK Spot
