updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
27.05.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9919,1.0059,99.19,100.59,-0.51,99.89,100.0,0.9919,1.0059
27.05.2026 09:00,USA,USD/SEK,USD,SEK,1,9.2241,9.3301,9.2241,9.3301,-0.031,9.2771,1.0,9.2241,9.3301
27.05.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.7425,10.8675,10.7425,10.8675,-0.0265,10.805,1.0,10.7425,10.8675
27.05.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4382,1.4531999999999998,143.82,145.32,-0.36,144.57,100.0,1.4382,1.4531999999999998
27.05.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.4095,12.5555,12.4095,12.5555,-0.0654,12.4825,1.0,12.4095,12.5555
27.05.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.766300000000001,11.8783,1176.63,1187.83,-3.52,1182.23,100.0,11.766300000000001,11.8783
27.05.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.057709,0.058709,5.7709,5.8709,-0.0311,5.8209,100.0,0.057709,0.058709
27.05.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.5047,2.5487,2.5047,2.5487,-0.0087,2.5267,1.0,2.5047,2.5487
27.05.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.5867,6.6717,6.5867,6.6717,-0.043,6.6292,1.0,6.5867,6.6717
27.05.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,24.4372,24.8372,24.4372,24.8372,-0.0823,24.6372,1.0,24.4372,24.8372
27.05.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7133,0.7433,0.7133,0.7433,-0.0033,0.7283,1.0,0.7133,0.7433
27.05.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.1485,0.1539,14.85,15.39,-0.02,15.12,100.0,0.1485,0.1539
27.05.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.172,1.196,1.172,1.196,-0.0037,1.184,1.0,1.172,1.196
27.05.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.0947,0.0991,0.0947,0.0991,-0.0007,0.0969,1.0,0.0947,0.0991
27.05.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000511,0.000535,0.0511,0.0535,-0.0001,0.0523,100.0,0.000511,0.000535
27.05.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.074452,0.077052,7.4452,7.7052,0.0025,7.5752,100.0,0.074452,0.077052
27.05.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.2455,3.3055,3.2455,3.3055,0.0343,3.2755,1.0,3.2455,3.3055
27.05.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.6687,6.7587,6.6687,6.7587,-0.0248,6.7137,1.0,6.6687,6.7587
27.05.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.070559,0.073559,7.0559,7.3559,-0.024,7.2059,100.0,0.070559,0.073559
27.05.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.3529,1.3829,135.29,138.29,-0.39,136.79,100.0,1.3529,1.3829
27.05.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.3537000000000001,1.3837000000000002,135.37,138.37,-0.42,136.87,100.0,1.3537000000000001,1.3837000000000002
27.05.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,30.0974,30.5974,30.0974,30.5974,-0.1014,30.3474,1.0,30.0974,30.5974
27.05.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,0.9902,1.0342,99.02,103.42,-0.18,101.22,100.0,0.9902,1.0342
27.05.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5297,0.5437,52.97,54.37,-0.26,53.67,100.0,0.5297,0.5437
27.05.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4092,5.4912,5.4092,5.4912,0.004,5.4502,1.0,5.4092,5.4912
27.05.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,23.93,24.33,23.93,24.33,-0.08,24.13,1.0,23.93,24.33
27.05.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.0326,0.0342,0.0326,0.0342,-0.0001,0.0334,1.0,0.0326,0.0342
27.05.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5277000000000003,2.5726999999999998,252.77,257.27,-0.89,255.02,100.0,2.5277000000000003,2.5726999999999998
27.05.2026 09:00,Qatar,QAR/SEK,QAR,SEK,1,2.5262,2.5702,2.5262,2.5702,-0.0074,2.5482,1.0,2.5262,2.5702
27.05.2026 09:00,Rum‰nien,RON/SEK,RON,SEK,100,2.0388,2.0908,203.88,209.08,-0.62,206.48,100.0,2.0388,2.0908
27.05.2026 09:00,Saudiarabien,SAR/SEK,SAR,SEK,1,2.4527,2.4927,2.4527,2.4927,-0.0084,2.4727,1.0,2.4527,2.4927
27.05.2026 09:00,Singapore,SGD/SEK,SGD,SEK,1,7.2125,7.2965,7.2125,7.2965,-0.0302,7.2545,1.0,7.2125,7.2965
27.05.2026 09:00,Sri Lanka,LKR/SEK,LKR,SEK,100,0.0278,0.0294,2.78,2.94,-0.04,2.86,100.0,0.0278,0.0294
27.05.2026 09:00,Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5534,0.5794,0.5534,0.5794,-0.004,0.5664,1.0,0.5534,0.5794
27.05.2026 09:00,Sydkorea,KRW/SEK,KRW,SEK,100,0.006087,0.006287,0.6087,0.6287,-0.0012,0.6187,100.0,0.006087,0.006287
27.05.2026 09:00,Tanzania,TZS/SEK,TZS,SEK,100,0.003503,0.003643,0.3503,0.3643,-0.0001,0.3573,100.0,0.003503,0.003643
27.05.2026 09:00,Thailand,THB/SEK,THB,SEK,100,0.2812,0.2882,28.12,28.82,-0.1,28.47,100.0,0.2812,0.2882
27.05.2026 09:00,Tjeckien,CZK/SEK,CZK,SEK,100,0.44189999999999996,0.4485,44.19,44.85,-0.13,44.52,100.0,0.44189999999999996,0.4485
27.05.2026 09:00,Tunisien,TND/SEK,TND,SEK,1,3.1806,3.2806,3.1806,3.2806,-0.0122,3.2306,1.0,3.1806,3.2806
27.05.2026 09:00,Turkiet,TRY/SEK,TRY,SEK,100,0.1972,0.2072,19.72,20.72,-0.07,20.22,100.0,0.1972,0.2072
27.05.2026 09:00,Ungern,HUF/SEK,HUF,SEK,100,0.030055000000000002,0.030754999999999998,3.0055,3.0755,0.0015,3.0405,100.0,0.030055000000000002,0.030754999999999998
