pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.66420,6.75190,AUD,Australiensiska dollar,6.66420,6.75190,6.70805,11:59:59
BRL/SEK,BRL,SEK,1,1.82040,1.92130,BRL,Brasilianska real,1.82040,1.92130,1.87085,11:59:59
CAD/SEK,CAD,SEK,1,6.7139,6.8011,CAD,Kanadensiska dollar,6.7139,6.8011,6.7575,11:59:59
CHF/SEK,CHF,SEK,1,11.7954,11.9298,CHF,Schweiziska franc,11.7954,11.9298,11.8626,11:59:59
CNY/SEK,CNY,SEK,1,1.36780,1.39830,CNY,Kinesiska yuan,1.36780,1.39830,1.38305,11:59:59
CZK/SEK,CZK,SEK,1,0.444760,0.454030,CZK,Tjeckiska koruna,0.444760,0.454030,0.449395,11:59:59
DKK/SEK,DKK,SEK,1,1.44680,1.46330,DKK,Danska kronor,1.44680,1.46330,1.45505,11:59:59
EUR/SEK,EUR,SEK,1,10.8086,10.9412,EUR,Euro,10.8086,10.9412,10.8749,11:59:59
GBP/SEK,GBP,SEK,1,12.5207,12.6647,GBP,Pound sterling,12.5207,12.6647,12.5927,11:59:59
HKD/SEK,HKD,SEK,1,1.18260,1.20710,HKD,Hong Kong dollar,1.18260,1.20710,1.19485,11:59:59
HUF/SEK,HUF,SEK,1,0.030079,0.031101,HUF,Ungerska forint,0.030079,0.031101,0.030590,11:59:59
ILS/SEK,ILS,SEK,1,3.19000,3.34830,ILS,Israelska new shekel,3.19000,3.34830,3.26915,11:59:59
INR/SEK,INR,SEK,1,0.094521,0.101157,INR,Indiska rupees,0.094521,0.101157,0.097839,11:59:59
JPY/SEK,JPY,SEK,1,0.058091,0.059111,JPY,Japanska yen,0.058091,0.059111,0.058601,11:59:59
NOK/SEK,NOK,SEK,1,1.0023,1.0169,NOK,Norska kronor,1.0023,1.0169,1.0096,11:59:59
NZD/SEK,NZD,SEK,1,5.47550,5.56300,NZD,Nya Zeeländska dollar,5.47550,5.56300,5.51925,11:59:59
PLN/SEK,PLN,SEK,1,2.53350,2.59480,PLN,Polska zloty,2.53350,2.59480,2.56415,11:59:59
SGD/SEK,SGD,SEK,1,7.26280,7.34530,SGD,Singapore dollar,7.26280,7.34530,7.30405,11:59:59
THB/SEK,THB,SEK,1,0.27901,0.29217,THB,Thailändska baht,0.27901,0.29217,0.28559,11:59:59
TRY/SEK,TRY,SEK,1,0.185710,0.221800,TRY,Turkiska lira,0.185710,0.221800,0.203755,11:59:59
USD/SEK,USD,SEK,1,9.2977,9.4301,USD,Amerikanska dollar,9.2977,9.4301,9.3639,11:59:59
ZAR/SEK,ZAR,SEK,1,0.564610,0.584980,ZAR,Sydafrikanska rand,0.564610,0.584980,0.574795,11:59:59
