country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6184,6.7165,2026-06-05
Danmark,Dansk krona,DKK,1.4445,1.4659,2026-06-05
Euro,Euro,EUR,10.7968,10.9563,2026-06-05
Hong Kong,Hongkong dollar,HKD,1.1796,1.2097,2026-06-05
Indien,Indisk rupie,INR,0.0955,0.1006,2026-06-05
Japan,Japanskt yen,JPY,0.0581,0.0589,2026-06-05
Kanada,Kanadensisk dollar,CAD,6.6837,6.7829,2026-06-05
Kina,Kinesisk yuan,CNY,1.3628,1.3999,2026-06-05
Mexiko,Mexikansk peso,MXN,0.5347,0.5486,2026-06-05
Norge,Norsk krona,NOK,0.9951,1.0101,2026-06-05
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4505,5.532,2026-06-05
Polen,Polsk zloty,PLN,2.5502,2.5893,2026-06-05
Schweiz,Schweizisk franc,CHF,11.7852,11.9598,2026-06-05
Singapore,Singaporiansk dollar,SGD,7.2326,7.3401,2026-06-05
Storbritannien,Brittiskt pund,GBP,12.4806,12.6661,2026-06-05
Sydafrika,Sydafrikansk rand,ZAR,0.5668,0.5816,2026-06-05
Thailand,Thailänsk bath,THB,0.2828,0.2905,2026-06-05
Tjeckien,Tjeckisk krona,CZK,0.4463,0.4531,2026-06-05
Turkiet,Turkisk lira,TRY,0.2003,0.2055,2026-06-05
Ungern,Ungersk forint,HUF,0.0304,0.0311,2026-06-05
USA,Amerikansk dollar,USD,9.2898,9.4275,2026-06-05
