pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.6233,6.7119,AUD,Australiensiska dollar,6.6233,6.7119,6.6676,11:59:59
BRL/SEK,BRL,SEK,1,1.7883,1.8891,BRL,Brasilianska real,1.7883,1.8891,1.8387,11:59:59
CAD/SEK,CAD,SEK,1,6.77380,6.86210,CAD,Kanadensiska dollar,6.77380,6.86210,6.81795,11:59:59
CHF/SEK,CHF,SEK,1,11.8489,11.9881,CHF,Schweiziska franc,11.8489,11.9881,11.9185,11:59:59
CNY/SEK,CNY,SEK,1,1.39070,1.42140,CNY,Kinesiska yuan,1.39070,1.42140,1.40605,11:59:59
CZK/SEK,CZK,SEK,1,0.449620,0.458930,CZK,Tjeckiska koruna,0.449620,0.458930,0.454275,11:59:59
DKK/SEK,DKK,SEK,1,1.4623,1.4789,DKK,Danska kronor,1.4623,1.4789,1.4706,11:59:59
EUR/SEK,EUR,SEK,1,10.9249,11.0585,EUR,Euro,10.9249,11.0585,10.9917,11:59:59
GBP/SEK,GBP,SEK,1,12.66390,12.81020,GBP,Pound sterling,12.66390,12.81020,12.73705,11:59:59
HKD/SEK,HKD,SEK,1,1.2039,1.2285,HKD,Hong Kong dollar,1.2039,1.2285,1.2162,11:59:59
HUF/SEK,HUF,SEK,1,0.0303930,0.0314220,HUF,Ungerska forint,0.0303930,0.0314220,0.0309075,11:59:59
ILS/SEK,ILS,SEK,1,3.13810,3.29660,ILS,Israelska new shekel,3.13810,3.29660,3.21735,11:59:59
INR/SEK,INR,SEK,1,0.096196,0.102844,INR,Indiska rupees,0.096196,0.102844,0.099520,11:59:59
JPY/SEK,JPY,SEK,1,0.0588480,0.0598810,JPY,Japanska yen,0.0588480,0.0598810,0.0593645,11:59:59
NOK/SEK,NOK,SEK,1,0.99400,1.00870,NOK,Norska kronor,0.99400,1.00870,1.00135,11:59:59
NZD/SEK,NZD,SEK,1,5.46710,5.55620,NZD,Nya Zeeländska dollar,5.46710,5.55620,5.51165,11:59:59
PLN/SEK,PLN,SEK,1,2.5535,2.6153,PLN,Polska zloty,2.5535,2.6153,2.5844,11:59:59
SGD/SEK,SGD,SEK,1,7.3563,7.4397,SGD,Singapore dollar,7.3563,7.4397,7.3980,11:59:59
THB/SEK,THB,SEK,1,0.28258,0.29578,THB,Thailändska baht,0.28258,0.29578,0.28918,11:59:59
TRY/SEK,TRY,SEK,1,0.18842,0.22454,TRY,Turkiska lira,0.18842,0.22454,0.20648,11:59:59
USD/SEK,USD,SEK,1,9.46330,9.59680,USD,Amerikanska dollar,9.46330,9.59680,9.53005,11:59:59
ZAR/SEK,ZAR,SEK,1,0.56702,0.58750,ZAR,Sydafrikanska rand,0.56702,0.58750,0.57726,11:59:59
