country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6456,6.7256,6.6456,6.7256,3/8
Danmark,DKK/SEK,DKK,SEK,1,1.46155,1.47755,1.46155,1.47755,3/8
Euro,EUR/SEK,EUR,SEK,1,10.9152,11.0552,10.9152,11.0552,3/8
Hongkong,HKD/SEK,HKD,SEK,1,1.2024,1.2286,1.2024,1.2286,3/8
Indien,INR/SEK,INR,SEK,1,0.096954,0.103154,0.096954,0.103154,3/8
Indonesien,IDR/SEK,IDR,SEK,1,0.000516,0.00055,0.000516,0.00055,3/8
Island,ISK/SEK,ISK,SEK,1,0.077191,0.077531,0.077191,0.077531,3/8
Japan,JPY/SEK,JPY,SEK,1,0.060334,0.061275,0.060334,0.061275,3/8
Kanada,CAD/SEK,CAD,SEK,1,6.7464,6.8324,6.7464,6.8324,3/8
Kina,CNY/SEK,CNY,SEK,1,1.4012,1.4213,1.4012,1.4213,3/8
Malaysia,MYR/SEK,MYR,SEK,1,2.312489,2.34249,2.312489,2.34249,3/8
Marocko,MAD/SEK,MAD,SEK,1,1.0054,1.04,1.0054,1.04,3/8
Mexiko,MXN/SEK,MXN,SEK,1,0.5432,0.5573,0.5432,0.5573,3/8
Norge,NOK/SEK,NOK,SEK,1,0.994355,1.007355,0.994355,1.007355,3/8
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5582,5.6403,5.5582,5.6403,3/8
Polen,PLN/SEK,PLN,SEK,1,2.535,2.575,2.535,2.575,3/8
Ryssland,RUB/SEK,RUB,SEK,1,0.11642,0.1208,0.11642,0.1208,3/8
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5062,2.5704,2.5062,2.5704,3/8
Schweiz,CHF/SEK,CHF,SEK,1,11.73485,11.84685,11.73485,11.84685,3/8
Singapore,SGD/SEK,SGD,SEK,1,7.3978,7.4693,7.3978,7.4693,3/8
Storbritannien,GBP/SEK,GBP,SEK,1,12.7592,12.8993,12.7592,12.8993,3/8
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5699,0.588,0.5699,0.588,3/8
Sydkorea,KRW/SEK,KRW,SEK,1,0.006566,0.006738,0.006566,0.006738,3/8
Thailand,THB/SEK,THB,SEK,1,0.2829,0.2888,0.2829,0.2888,3/8
Tjeckien,CZK/SEK,CZK,SEK,1,0.450455,0.457055,0.450455,0.457055,3/8
Turkiet,TRY/SEK,TRY,SEK,1,0.1659,0.2348,0.1659,0.2348,3/8
Ungern,HUF/SEK,HUF,SEK,1,0.029825,0.030587,0.029825,0.030587,3/8
USA,USD/SEK,USD,SEK,1,9.4641,9.5992,9.4641,9.5992,3/8
