country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6667,6.7658,2026-06-23
Danmark,Dansk krona,DKK,1.4651,1.4868,2026-06-23
Euro,Euro,EUR,10.9517,11.1133,2026-06-23
Hong Kong,Hongkong dollar,HKD,1.2176,1.2486,2026-06-23
Indien,Indisk rupie,INR,0.0993,0.1046,2026-06-23
Japan,Japanskt yen,JPY,0.0594,0.0603,2026-06-23
Kanada,Kanadensisk dollar,CAD,6.7699,6.8705,2026-06-23
Kina,Kinesisk yuan,CNY,1.4053,1.4435,2026-06-23
Mexiko,Mexikansk peso,MXN,0.5468,0.5609,2026-06-23
Norge,Norsk krona,NOK,0.9834,0.9981,2026-06-23
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4549,5.5362,2026-06-23
Polen,Polsk zloty,PLN,2.5571,2.5966,2026-06-23
Schweiz,Schweizisk franc,CHF,11.8582,12.0342,2026-06-23
Singapore,Singaporiansk dollar,SGD,7.4078,7.5179,2026-06-23
Storbritannien,Brittiskt pund,GBP,12.6927,12.8813,2026-06-23
Sydafrika,Sydafrikansk rand,ZAR,0.5783,0.5932,2026-06-23
Thailand,Thailänsk bath,THB,0.2875,0.2953,2026-06-23
Tjeckien,Tjeckisk krona,CZK,0.4524,0.4593,2026-06-23
Turkiet,Turkisk lira,TRY,0.2052,0.2106,2026-06-23
Ungern,Ungersk forint,HUF,0.0308,0.0316,2026-06-23
USA,Amerikansk dollar,USD,9.5967,9.7386,2026-06-23
