country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.5899,6.67,6.5899,6.67,16/6
Danmark,DKK/SEK,DKK,SEK,1,1.449255,1.465255,1.449255,1.465255,16/6
Euro,EUR/SEK,EUR,SEK,1,10.82215,10.96215,10.82215,10.96215,16/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1858,1.2121,1.1858,1.2121,16/6
Indien,INR/SEK,INR,SEK,1,0.096309,0.102509,0.096309,0.102509,16/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000517,0.00055,0.000517,0.00055,16/6
Island,ISK/SEK,ISK,SEK,1,0.075273,0.075613,0.075273,0.075613,16/6
Japan,JPY/SEK,JPY,SEK,1,0.058123,0.059064,0.058123,0.059064,16/6
Kanada,CAD/SEK,CAD,SEK,1,6.6611,6.7472,6.6611,6.7472,16/6
Kina,CNY/SEK,CNY,SEK,1,1.3795,1.3996,1.3795,1.3996,16/6
Malaysia,MYR/SEK,MYR,SEK,1,2.297497,2.327498,2.297497,2.327498,16/6
Marocko,MAD/SEK,MAD,SEK,1,0.9967,1.0314,0.9967,1.0314,16/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5386,0.5527,0.5386,0.5527,16/6
Norge,NOK/SEK,NOK,SEK,1,0.981955,0.994955,0.981955,0.994955,16/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4272,5.5093,5.4272,5.5093,16/6
Polen,PLN/SEK,PLN,SEK,1,2.545,2.585,2.545,2.585,16/6
Ryssland,RUB/SEK,RUB,SEK,1,0.127065,0.131445,0.127065,0.131445,16/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4703,2.5345,2.4703,2.5345,16/6
Schweiz,CHF/SEK,CHF,SEK,1,11.7582,11.8702,11.7582,11.8702,16/6
Singapore,SGD/SEK,SGD,SEK,1,7.2889,7.3603,7.2889,7.3603,16/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.5317,12.6718,12.5317,12.6718,16/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5713,0.5894,0.5713,0.5894,16/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006084,0.006256,0.006084,0.006256,16/6
Thailand,THB/SEK,THB,SEK,1,0.2859,0.2918,0.2859,0.2918,16/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.447635,0.454235,0.447635,0.454235,16/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1682,0.2371,0.1682,0.2371,16/6
Ungern,HUF/SEK,HUF,SEK,1,0.030745,0.031506,0.030745,0.031506,16/6
USA,USD/SEK,USD,SEK,1,9.3235,9.4586,9.3235,9.4586,16/6
