pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6056,2.6772,2.6772,2.6056,2026-06-26T09:39:44.177900Z,2026-06-26T09:39:44.177900Z
AUD/SEK,AUD,SEK,1,6.6306,6.7621,6.7621,6.6306,2026-06-26T09:39:44.139632Z,2026-06-26T09:39:44.139632Z
BDT/SEK,BDT,SEK,1,0.076317,0.081632,0.081632,0.076317,2026-06-26T09:39:44.139632Z,2026-06-26T09:39:44.139632Z
BHD/SEK,BHD,SEK,1,25.3825,26.0864,26.0864,25.3825,2026-06-26T09:39:44.161139Z,2026-06-26T09:39:44.161139Z
CAD/SEK,CAD,SEK,1,6.7735,6.9076,6.9076,6.7735,2026-06-26T09:39:44.211254Z,2026-06-26T09:39:44.211254Z
CHF/SEK,CHF,SEK,1,11.8823,12.1179,12.1179,11.8823,2026-06-26T09:39:44.141405Z,2026-06-26T09:39:44.141405Z
CNH/SEK,CNH,SEK,1,1.4073,1.4459,1.4459,1.4073,2026-06-26T09:39:44.206408Z,2026-06-26T09:39:44.206408Z
CNY/SEK,CNY,SEK,1,1.398,1.45589,1.45589,1.398,2026-06-26T09:39:44.182702Z,2026-06-26T09:39:44.182702Z
CZK/SEK,CZK,SEK,1,0.45175,0.46088,0.46088,0.45175,2026-06-26T09:39:44.142895Z,2026-06-26T09:39:44.142895Z
DKK/SEK,DKK,SEK,1,1.46577,1.49484,1.49484,1.46577,2026-06-26T09:39:44.166848Z,2026-06-26T09:39:44.166848Z
EGP/SEK,EGP,SEK,1,0.19,0.202,0.202,0.19,2026-06-26T09:39:44.144387Z,2026-06-26T09:39:44.144387Z
EUR/SEK,EUR,SEK,1,10.9509,11.168,11.168,10.9509,2026-06-26T10:16:31.650978Z,2026-06-26T10:16:31.650978Z
GBP/SEK,GBP,SEK,1,12.7013,12.9529,12.9529,12.7013,2026-06-26T09:39:44.171193Z,2026-06-26T09:39:44.171193Z
GIP/SEK,GIP,SEK,1,12.694205,12.960503,12.960503,12.694205,2026-06-26T09:39:44.221314Z,2026-06-26T09:39:44.221314Z
HKD/SEK,HKD,SEK,1,1.22037,1.25388,1.25388,1.22037,2026-06-26T09:39:44.143643Z,2026-06-26T09:39:44.143643Z
HUF/SEK,HUF,SEK,1,0.030962,0.03159,0.03159,0.030962,2026-06-26T09:39:44.141296Z,2026-06-26T09:39:44.141296Z
IDR/SEK,IDR,SEK,1,0.0005302,0.0005527,0.0005527,0.0005302,2026-06-26T09:39:44.212102Z,2026-06-26T09:39:44.212102Z
ILS/SEK,ILS,SEK,1,3.1964,3.2854,3.2854,3.1964,2026-06-26T09:39:44.143583Z,2026-06-26T09:39:44.143583Z
INR/SEK,INR,SEK,1,0.1007,0.10484,0.10484,0.1007,2026-06-26T09:39:44.191031Z,2026-06-26T09:39:44.191031Z
ISK/SEK,ISK,SEK,1,0.0752,0.0784,0.0784,0.0752,2026-06-26T09:39:44.142798Z,2026-06-26T09:39:44.142798Z
