pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
MAD/SEK,MAD,SEK,1,1.0141,1.0561,1.0561,1.0141,2026-07-23T08:50:10.013830Z,2026-07-23T08:50:10.013830Z
MXN/SEK,MXN,SEK,1,0.54905,0.56417,0.56417,0.54905,2026-07-23T08:50:10.015349Z,2026-07-23T08:50:10.015349Z
MYR/SEK,MYR,SEK,1,2.3483,2.3997,2.3997,2.3483,2026-07-23T08:50:09.991096Z,2026-07-23T08:50:09.991096Z
NOK/SEK,NOK,SEK,1,1.00255,1.02245,1.02245,1.00255,2026-07-23T08:50:10.016474Z,2026-07-23T08:50:10.016474Z
NZD/SEK,NZD,SEK,1,5.5726,5.6833,5.6833,5.5726,2026-07-23T08:50:10.017389Z,2026-07-23T08:50:10.017389Z
PEN/SEK,PEN,SEK,1,2.795965,2.912074,2.912074,2.795965,2026-07-23T08:50:09.984108Z,2026-07-23T08:50:09.984108Z
PHP/SEK,PHP,SEK,1,0.154,0.1604,0.1604,0.154,2026-07-23T08:50:09.976575Z,2026-07-23T08:50:09.976575Z
PKR/SEK,PKR,SEK,1,0.0338,0.036,0.036,0.0338,2026-07-23T08:50:10.012391Z,2026-07-23T08:50:10.012391Z
PLN/SEK,PLN,SEK,1,2.53267,2.58307,2.58307,2.53267,2026-07-23T08:50:09.981797Z,2026-07-23T08:50:09.981797Z
QAR/SEK,QAR,SEK,1,2.609,2.717,2.717,2.609,2026-07-23T08:50:10.007900Z,2026-07-23T08:50:10.007900Z
RON/SEK,RON,SEK,1,2.0937,2.1358,2.1358,2.0937,2026-07-23T08:50:09.998525Z,2026-07-23T08:50:09.998525Z
RSD/SEK,RSD,SEK,1,0.092349,0.096328,0.096328,0.092349,2026-07-23T08:50:10.026753Z,2026-07-23T08:50:10.026753Z
SAR/SEK,SAR,SEK,1,2.5511,2.6217,2.6217,2.5511,2026-07-23T08:50:10.005223Z,2026-07-23T08:50:10.005223Z
SGD/SEK,SGD,SEK,1,7.4487,7.5962,7.5962,7.4487,2026-07-23T08:50:10.001396Z,2026-07-23T08:50:10.001396Z
THB/SEK,THB,SEK,1,0.28317,0.29096,0.29096,0.28317,2026-07-23T08:50:10.014947Z,2026-07-23T08:50:10.014947Z
TND/SEK,TND,SEK,1,3.2107,3.36,3.36,3.2107,2026-07-23T08:50:09.993046Z,2026-07-23T08:50:09.993046Z
TRY/SEK,TRY,SEK,1,0.201,0.2092,0.2092,0.201,2026-07-23T08:50:10.016080Z,2026-07-23T08:50:10.016080Z
USD/SEK,USD,SEK,1,9.6144,9.8046,9.8046,9.6144,2026-07-23T08:50:10.022705Z,2026-07-23T08:50:10.022705Z
ZAR/SEK,ZAR,SEK,1,0.58485,0.59715,0.59715,0.58485,2026-07-23T08:50:09.973335Z,2026-07-23T08:50:09.973335Z
