pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.6528,6.7412,AUD,Australiensiska dollar,6.6528,6.7412,6.6970,2026-06-18
BRL/SEK,BRL,SEK,1,1.81900,1.92010,BRL,Brasilianska real,1.81900,1.92010,1.86955,2026-06-18
CAD/SEK,CAD,SEK,1,6.7145,6.8025,CAD,Kanadensiska dollar,6.7145,6.8025,6.7585,2026-06-18
CHF/SEK,CHF,SEK,1,11.82500,11.96290,CHF,Schweiziska franc,11.82500,11.96290,11.89395,2026-06-18
CNY/SEK,CNY,SEK,1,1.39510,1.42580,CNY,Kinesiska yuan,1.39510,1.42580,1.41045,2026-06-18
CZK/SEK,CZK,SEK,1,0.44869,0.45799,CZK,Tjeckiska koruna,0.44869,0.45799,0.45334,2026-06-18
DKK/SEK,DKK,SEK,1,1.4574,1.4740,DKK,Danska kronor,1.4574,1.4740,1.4657,2026-06-18
EUR/SEK,EUR,SEK,1,10.8890,11.0226,EUR,Euro,10.8890,11.0226,10.9558,2026-06-18
GBP/SEK,GBP,SEK,1,12.56570,12.71140,GBP,Pound sterling,12.56570,12.71140,12.63855,2026-06-18
HKD/SEK,HKD,SEK,1,1.20570,1.23020,HKD,Hong Kong dollar,1.20570,1.23020,1.21795,2026-06-18
HUF/SEK,HUF,SEK,1,0.030625,0.031655,HUF,Ungerska forint,0.030625,0.031655,0.031140,2026-06-18
ILS/SEK,ILS,SEK,1,3.16420,3.32270,ILS,Israelska new shekel,3.16420,3.32270,3.24345,2026-06-18
INR/SEK,INR,SEK,1,0.09786,0.10452,INR,Indiska rupees,0.09786,0.10452,0.10119,2026-06-18
JPY/SEK,JPY,SEK,1,0.0588540,0.0598870,JPY,Japanska yen,0.0588540,0.0598870,0.0593705,2026-06-18
NOK/SEK,NOK,SEK,1,0.98090,0.99560,NOK,Norska kronor,0.98090,0.99560,0.98825,2026-06-18
NZD/SEK,NZD,SEK,1,5.4600,5.5490,NZD,Nya Zeeländska dollar,5.4600,5.5490,5.5045,2026-06-18
PLN/SEK,PLN,SEK,1,2.54260,2.60430,PLN,Polska zloty,2.54260,2.60430,2.57345,2026-06-18
SGD/SEK,SGD,SEK,1,7.35880,7.44210,SGD,Singapore dollar,7.35880,7.44210,7.40045,2026-06-18
THB/SEK,THB,SEK,1,0.28486,0.29806,THB,Thailändska baht,0.28486,0.29806,0.29146,2026-06-18
TRY/SEK,TRY,SEK,1,0.187470,0.223580,TRY,Turkiska lira,0.187470,0.223580,0.205525,2026-06-18
USD/SEK,USD,SEK,1,9.4789,9.6123,USD,Amerikanska dollar,9.4789,9.6123,9.5456,2026-06-18
ZAR/SEK,ZAR,SEK,1,0.57131,0.59173,ZAR,Sydafrikanska rand,0.57131,0.59173,0.58152,2026-06-18
