pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6021,2.6735,2.6735,2.6021,2026-07-09T09:47:37.179220Z,2026-07-09T09:47:37.179220Z
AUD/SEK,AUD,SEK,1,6.6518,6.7835,6.7835,6.6518,2026-07-09T09:47:37.169926Z,2026-07-09T09:47:37.169926Z
BDT/SEK,BDT,SEK,1,0.075974,0.081226,0.081226,0.075974,2026-07-09T09:47:37.171209Z,2026-07-09T09:47:37.171209Z
BHD/SEK,BHD,SEK,1,25.3473,26.0492,26.0492,25.3473,2026-07-09T09:47:37.186209Z,2026-07-09T09:47:37.186209Z
CAD/SEK,CAD,SEK,1,6.7647,6.8986,6.8986,6.7647,2026-07-09T09:47:37.171963Z,2026-07-09T09:47:37.171963Z
CHF/SEK,CHF,SEK,1,11.8827,12.1181,12.1181,11.8827,2026-07-09T09:47:37.170899Z,2026-07-09T09:47:37.170899Z
CNH/SEK,CNH,SEK,1,1.4058,1.4444,1.4444,1.4058,2026-07-09T09:47:37.187520Z,2026-07-09T09:47:37.187520Z
CNY/SEK,CNY,SEK,1,1.39715,1.45482,1.45482,1.39715,2026-07-09T09:47:37.172302Z,2026-07-09T09:47:37.172302Z
CZK/SEK,CZK,SEK,1,0.45175,0.46087,0.46087,0.45175,2026-07-09T09:47:37.165363Z,2026-07-09T09:47:37.165363Z
DKK/SEK,DKK,SEK,1,1.46645,1.49553,1.49553,1.46645,2026-07-09T09:47:37.177950Z,2026-07-09T09:47:37.177950Z
EGP/SEK,EGP,SEK,1,0.1892,0.2012,0.2012,0.1892,2026-07-09T09:47:37.170491Z,2026-07-09T09:47:37.170491Z
EUR/SEK,EUR,SEK,1,10.9562,11.1734,11.1734,10.9562,2026-07-09T10:06:53.716512Z,2026-07-09T10:06:53.716512Z
GBP/SEK,GBP,SEK,1,12.8643,13.119,13.119,12.8643,2026-07-09T09:47:37.171597Z,2026-07-09T09:47:37.171597Z
GIP/SEK,GIP,SEK,1,12.857158,13.126699,13.126699,12.857158,2026-07-09T09:47:37.233642Z,2026-07-09T09:47:37.233642Z
HKD/SEK,HKD,SEK,1,1.21949,1.25296,1.25296,1.21949,2026-07-09T09:47:37.164858Z,2026-07-09T09:47:37.164858Z
HUF/SEK,HUF,SEK,1,0.030574,0.031197,0.031197,0.030574,2026-07-09T09:47:37.170819Z,2026-07-09T09:47:37.170819Z
IDR/SEK,IDR,SEK,1,0.0005249,0.0005466,0.0005466,0.0005249,2026-07-09T09:47:37.181898Z,2026-07-09T09:47:37.181898Z
ILS/SEK,ILS,SEK,1,3.1505,3.238,3.238,3.1505,2026-07-09T09:47:37.165100Z,2026-07-09T09:47:37.165100Z
