pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6219,2.6939,2.6939,2.6219,2026-06-24T09:00:53.175503Z,2026-06-24T09:00:53.175503Z
AUD/SEK,AUD,SEK,1,6.6679,6.8001,6.8001,6.6679,2026-06-24T09:00:53.178294Z,2026-06-24T09:00:53.178294Z
BDT/SEK,BDT,SEK,1,0.076781,0.08192,0.08192,0.076781,2026-06-24T09:00:53.176528Z,2026-06-24T09:00:53.176528Z
BHD/SEK,BHD,SEK,1,25.5357,26.2446,26.2446,25.5357,2026-06-24T09:00:53.182191Z,2026-06-24T09:00:53.182191Z
CAD/SEK,CAD,SEK,1,6.7945,6.9291,6.9291,6.7945,2026-06-24T09:00:53.123776Z,2026-06-24T09:00:53.123776Z
CHF/SEK,CHF,SEK,1,11.9125,12.1488,12.1488,11.9125,2026-06-24T09:00:53.176297Z,2026-06-24T09:00:53.176297Z
CNH/SEK,CNH,SEK,1,1.4138,1.4526,1.4526,1.4138,2026-06-24T09:00:53.175869Z,2026-06-24T09:00:53.175869Z
CNY/SEK,CNY,SEK,1,1.40516,1.46323,1.46323,1.40516,2026-06-24T09:00:53.184049Z,2026-06-24T09:00:53.184049Z
CZK/SEK,CZK,SEK,1,0.45278,0.46193,0.46193,0.45278,2026-06-24T09:00:53.176713Z,2026-06-24T09:00:53.176713Z
DKK/SEK,DKK,SEK,1,1.4682,1.49732,1.49732,1.4682,2026-06-24T09:00:53.188744Z,2026-06-24T09:00:53.188744Z
EGP/SEK,EGP,SEK,1,0.1907,0.2028,0.2028,0.1907,2026-06-24T09:00:53.176252Z,2026-06-24T09:00:53.176252Z
EUR/SEK,EUR,SEK,1,10.9822,11.2002,11.2002,10.9822,2026-06-24T10:13:20.952736Z,2026-06-24T10:13:20.952736Z
GBP/SEK,GBP,SEK,1,12.7539,13.0067,13.0067,12.7539,2026-06-24T09:00:53.189143Z,2026-06-24T09:00:53.189143Z
GIP/SEK,GIP,SEK,1,12.746707,13.014248,13.014248,12.746707,2026-06-24T09:00:53.256089Z,2026-06-24T09:00:53.256089Z
HKD/SEK,HKD,SEK,1,1.22842,1.26217,1.26217,1.22842,2026-06-24T09:00:53.176006Z,2026-06-24T09:00:53.176006Z
HUF/SEK,HUF,SEK,1,0.030878,0.031504,0.031504,0.030878,2026-06-24T09:00:53.187121Z,2026-06-24T09:00:53.187121Z
IDR/SEK,IDR,SEK,1,0.000533,0.0005552,0.0005552,0.000533,2026-06-24T09:00:53.175923Z,2026-06-24T09:00:53.175923Z
ILS/SEK,ILS,SEK,1,3.2237,3.3139,3.3139,3.2237,2026-06-24T09:00:53.182949Z,2026-06-24T09:00:53.182949Z
INR/SEK,INR,SEK,1,0.10109,0.10523,0.10523,0.10109,2026-06-24T09:00:53.179158Z,2026-06-24T09:00:53.179158Z
ISK/SEK,ISK,SEK,1,0.0754,0.0786,0.0786,0.0754,2026-06-24T09:00:53.183731Z,2026-06-24T09:00:53.183731Z
JPY/SEK,JPY,SEK,1,0.059762,0.060946,0.060946,0.059762,2026-06-24T09:00:53.185559Z,2026-06-24T09:00:53.185559Z
KES/SEK,KES,SEK,1,0.0738,0.077,0.077,0.0738,2026-06-24T09:00:53.186736Z,2026-06-24T09:00:53.186736Z
KRW/SEK,KRW,SEK,1,0.0062,0.006429,0.006429,0.0062,2026-06-24T09:00:53.193725Z,2026-06-24T09:00:53.193725Z
KWD/SEK,KWD,SEK,1,31.1114,32.0019,32.0019,31.1114,2026-06-24T09:00:53.195525Z,2026-06-24T09:00:53.195525Z
KZT/SEK,KZT,SEK,1,0.019639,0.020451,0.020451,0.019639,2026-06-24T09:00:53.187554Z,2026-06-24T09:00:53.187554Z
LKR/SEK,LKR,SEK,1,0.028202,0.029992,0.029992,0.028202,2026-06-24T09:00:53.177357Z,2026-06-24T09:00:53.177357Z
MAD/SEK,MAD,SEK,1,1.018,1.0602,1.0602,1.018,2026-06-24T09:00:53.191471Z,2026-06-24T09:00:53.191471Z
MXN/SEK,MXN,SEK,1,0.54761,0.56268,0.56268,0.54761,2026-06-24T09:00:53.189160Z,2026-06-24T09:00:53.189160Z
MYR/SEK,MYR,SEK,1,2.3351,2.386,2.386,2.3351,2026-06-24T09:00:53.185188Z,2026-06-24T09:00:53.185188Z
NOK/SEK,NOK,SEK,1,0.98297,1.00263,1.00263,0.98297,2026-06-24T09:00:53.200992Z,2026-06-24T09:00:53.200992Z
NZD/SEK,NZD,SEK,1,5.4588,5.5673,5.5673,5.4588,2026-06-24T09:00:53.183645Z,2026-06-24T09:00:53.183645Z
PEN/SEK,PEN,SEK,1,2.808553,2.927157,2.927157,2.808553,2026-06-24T09:00:53.250571Z,2026-06-24T09:00:53.250571Z
PHP/SEK,PHP,SEK,1,0.1554,0.1619,0.1619,0.1554,2026-06-24T09:00:53.182157Z,2026-06-24T09:00:53.182157Z
PKR/SEK,PKR,SEK,1,0.034,0.0362,0.0362,0.034,2026-06-24T09:00:53.192462Z,2026-06-24T09:00:53.192462Z
PLN/SEK,PLN,SEK,1,2.56088,2.61183,2.61183,2.56088,2026-06-24T09:00:53.138555Z,2026-06-24T09:00:53.138555Z
QAR/SEK,QAR,SEK,1,2.6236,2.7315,2.7315,2.6236,2026-06-24T09:00:53.253501Z,2026-06-24T09:00:53.253501Z
RON/SEK,RON,SEK,1,2.091,2.133,2.133,2.091,2026-06-24T09:00:53.183388Z,2026-06-24T09:00:53.183388Z
RSD/SEK,RSD,SEK,1,0.09245,0.096436,0.096436,0.09245,2026-06-24T09:00:53.179862Z,2026-06-24T09:00:53.179862Z
SAR/SEK,SAR,SEK,1,2.5653,2.6361,2.6361,2.5653,2026-06-24T09:00:53.104939Z,2026-06-24T09:00:53.104939Z
SGD/SEK,SGD,SEK,1,7.4501,7.5977,7.5977,7.4501,2026-06-24T09:00:53.102008Z,2026-06-24T09:00:53.102008Z
THB/SEK,THB,SEK,1,0.28815,0.29608,0.29608,0.28815,2026-06-24T09:00:53.194921Z,2026-06-24T09:00:53.194921Z
TND/SEK,TND,SEK,1,3.2186,3.3701,3.3701,3.2186,2026-06-24T09:00:53.190541Z,2026-06-24T09:00:53.190541Z
TRY/SEK,TRY,SEK,1,0.2056,0.214,0.214,0.2056,2026-06-24T09:00:53.190093Z,2026-06-24T09:00:53.190093Z
USD/SEK,USD,SEK,1,9.667,9.8582,9.8582,9.667,2026-06-24T09:00:53.179408Z,2026-06-24T09:00:53.179408Z
ZAR/SEK,ZAR,SEK,1,0.58154,0.59377,0.59377,0.58154,2026-06-24T09:00:53.117074Z,2026-06-24T09:00:53.117074Z
