country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.7024,6.7825,6.7024,6.7825,24/6
Danmark,DKK/SEK,DKK,SEK,1,1.47616,1.49216,1.47616,1.49216,24/6
Euro,EUR/SEK,EUR,SEK,1,11.0246,11.1646,11.0246,11.1646,24/6
Hongkong,HKD/SEK,HKD,SEK,1,1.2344,1.2607,1.2344,1.2607,24/6
Indien,INR/SEK,INR,SEK,1,0.100196,0.106396,0.100196,0.106396,24/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000531,0.000565,0.000531,0.000565,24/6
Island,ISK/SEK,ISK,SEK,1,0.076875,0.077215,0.076875,0.077215,24/6
Japan,JPY/SEK,JPY,SEK,1,0.060007,0.060948,0.060007,0.060948,24/6
Kanada,CAD/SEK,CAD,SEK,1,6.8272,6.9132,6.8272,6.9132,24/6
Kina,CNY/SEK,CNY,SEK,1,1.4272,1.4472,1.4272,1.4472,24/6
Malaysia,MYR/SEK,MYR,SEK,1,2.349238,2.379238,2.349238,2.379238,24/6
Marocko,MAD/SEK,MAD,SEK,1,1.0223,1.057,1.0223,1.057,24/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5487,0.5628,0.5487,0.5628,24/6
Norge,NOK/SEK,NOK,SEK,1,0.988245,1.001245,0.988245,1.001245,24/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4787,5.5608,5.4787,5.5608,24/6
Polen,PLN/SEK,PLN,SEK,1,2.5682,2.6082,2.5682,2.6082,24/6
Ryssland,RUB/SEK,RUB,SEK,1,0.12803,0.13241,0.12803,0.13241,24/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5734,2.6376,2.5734,2.6376,24/6
Schweiz,CHF/SEK,CHF,SEK,1,11.9838,12.0958,11.9838,12.0958,24/6
Singapore,SGD/SEK,SGD,SEK,1,7.5006,7.5721,7.5006,7.5721,24/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.8183,12.9583,12.8183,12.9583,24/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5789,0.5969,0.5789,0.5969,24/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006287,0.006459,0.006287,0.006459,24/6
Thailand,THB/SEK,THB,SEK,1,0.2897,0.2955,0.2897,0.2955,24/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.4545,0.4611,0.4545,0.4611,24/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1758,0.2446,0.1758,0.2446,24/6
Ungern,HUF/SEK,HUF,SEK,1,0.030758,0.031519,0.030758,0.031519,24/6
USA,USD/SEK,USD,SEK,1,9.7133,9.8484,9.7133,9.8484,24/6
