country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6447,6.7248,6.6447,6.7248,4/6
Danmark,DKK/SEK,DKK,SEK,1,1.447685,1.463685,1.447685,1.463685,4/6
Euro,EUR/SEK,EUR,SEK,1,10.8102,10.9502,10.8102,10.9502,4/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1832,1.2094,1.1832,1.2094,4/6
Indien,INR/SEK,INR,SEK,1,0.094775,0.100976,0.094775,0.100976,4/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000506,0.000539,0.000506,0.000539,4/6
Island,ISK/SEK,ISK,SEK,1,0.075597,0.075937,0.075597,0.075937,4/6
Japan,JPY/SEK,JPY,SEK,1,0.058156,0.059096,0.058156,0.059096,4/6
Kanada,CAD/SEK,CAD,SEK,1,6.6928,6.7788,6.6928,6.7788,4/6
Kina,CNY/SEK,CNY,SEK,1,1.3732,1.3933,1.3732,1.3933,4/6
Kroatien,HRK/SEK,HRK,SEK,1,1.434022,1.454023,1.434022,1.454023,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.315777,2.345777,2.315777,2.345777,4/6
Marocko,MAD/SEK,MAD,SEK,1,1.0006,1.0353,1.0006,1.0353,4/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5347,0.5488,0.5347,0.5488,4/6
Norge,NOK/SEK,NOK,SEK,1,1.00243,1.01543,1.00243,1.01543,4/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4585,5.5406,5.4585,5.5406,4/6
Polen,PLN/SEK,PLN,SEK,1,2.5463,2.5864,2.5463,2.5864,4/6
Ryssland,RUB/SEK,RUB,SEK,1,0.123385,0.127765,0.123385,0.127765,4/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4643,2.5285,2.4643,2.5285,4/6
Schweiz,CHF/SEK,CHF,SEK,1,11.78675,11.89875,11.78675,11.89875,4/6
Singapore,SGD/SEK,SGD,SEK,1,7.2633,7.3348,7.2633,7.3348,4/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.5192,12.6593,12.5192,12.6593,4/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5664,0.5844,0.5664,0.5844,4/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006057,0.00623,0.006057,0.00623,4/6
Thailand,THB/SEK,THB,SEK,1,0.2838,0.2896,0.2838,0.2896,4/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.44591,0.45251,0.44591,0.45251,4/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1689,0.2378,0.1689,0.2378,4/6
Ungern,HUF/SEK,HUF,SEK,1,0.030267,0.031029,0.030267,0.031029,4/6
USA,USD/SEK,USD,SEK,1,9.3063,9.4413,9.3063,9.4413,4/6
