country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6542,6.7343,6.6542,6.7343,26/6
Danmark,DKK/SEK,DKK,SEK,1,1.472025,1.488025,1.472025,1.488025,26/6
Euro,EUR/SEK,EUR,SEK,1,10.993,11.133,10.993,11.133,26/6
Hongkong,HKD/SEK,HKD,SEK,1,1.2248,1.251,1.2248,1.251,26/6
Indien,INR/SEK,INR,SEK,1,0.099613,0.105813,0.099613,0.105813,26/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000529,0.000562,0.000529,0.000562,26/6
Island,ISK/SEK,ISK,SEK,1,0.076655,0.076995,0.076655,0.076995,26/6
Japan,JPY/SEK,JPY,SEK,1,0.059605,0.060546,0.059605,0.060546,26/6
Kanada,CAD/SEK,CAD,SEK,1,6.8006,6.8866,6.8006,6.8866,26/6
Kina,CNY/SEK,CNY,SEK,1,1.417,1.4371,1.417,1.4371,26/6
Malaysia,MYR/SEK,MYR,SEK,1,2.357709,2.38771,2.357709,2.38771,26/6
Marocko,MAD/SEK,MAD,SEK,1,1.0168,1.0514,1.0168,1.0514,26/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5467,0.5608,0.5467,0.5608,26/6
Norge,NOK/SEK,NOK,SEK,1,0.98024,0.99324,0.98024,0.99324,26/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4443,5.5264,5.4443,5.5264,26/6
Polen,PLN/SEK,PLN,SEK,1,2.5606,2.6006,2.5606,2.6006,26/6
Ryssland,RUB/SEK,RUB,SEK,1,0.12369,0.12807,0.12369,0.12807,26/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.5526,2.6169,2.5526,2.6169,26/6
Schweiz,CHF/SEK,CHF,SEK,1,11.9558,12.0678,11.9558,12.0678,26/6
Singapore,SGD/SEK,SGD,SEK,1,7.464,7.5355,7.464,7.5355,26/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.7522,12.8923,12.7522,12.8923,26/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5808,0.5988,0.5808,0.5988,26/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006213,0.006385,0.006213,0.006385,26/6
Thailand,THB/SEK,THB,SEK,1,0.2879,0.2938,0.2879,0.2938,26/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.45248,0.45908,0.45248,0.45908,26/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1736,0.2425,0.1736,0.2425,26/6
Ungern,HUF/SEK,HUF,SEK,1,0.030874,0.031636,0.030874,0.031636,26/6
USA,USD/SEK,USD,SEK,1,9.6392,9.7743,9.6392,9.7743,26/6
