pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5838,2.6667,2.6667,2.5838,2026-07-17T21:55:22.816059Z,2026-07-17T21:55:22.816059Z
AUD/SEK,AUD,SEK,1,6.6315,6.8199,6.8199,6.6315,2026-07-17T23:14:08.564683Z,2026-07-17T23:14:08.564683Z
BDT/SEK,BDT,SEK,1,0.075559,0.081209,0.081209,0.075559,2026-07-17T21:55:22.828793Z,2026-07-17T21:55:22.828793Z
BHD/SEK,BHD,SEK,1,25.1736,25.9807,25.9807,25.1736,2026-07-17T21:55:22.836158Z,2026-07-17T21:55:22.836158Z
CAD/SEK,CAD,SEK,1,6.79,6.9715,6.9715,6.79,2026-07-17T23:14:08.584640Z,2026-07-17T23:14:08.584640Z
CHF/SEK,CHF,SEK,1,11.6299,12.187,12.187,11.6299,2026-07-17T23:14:08.654076Z,2026-07-17T23:14:08.654076Z
CNH/SEK,CNH,SEK,1,1.3993,1.4466,1.4466,1.3993,2026-07-17T23:14:08.580233Z,2026-07-17T23:14:08.580233Z
CNY/SEK,CNY,SEK,1,1.39128,1.45507,1.45507,1.39128,2026-07-17T21:55:22.828446Z,2026-07-17T21:55:22.828446Z
CZK/SEK,CZK,SEK,1,0.4481,0.46292,0.46292,0.4481,2026-07-17T23:14:08.588017Z,2026-07-17T23:14:08.588017Z
DKK/SEK,DKK,SEK,1,1.457,1.49458,1.49458,1.457,2026-07-17T23:14:08.649788Z,2026-07-17T23:14:08.649788Z
EGP/SEK,EGP,SEK,1,0.1845,0.197,0.197,0.1845,2026-07-17T21:55:22.831046Z,2026-07-17T21:55:22.831046Z
EUR/SEK,EUR,SEK,1,10.8929,11.1726,11.1726,10.8929,2026-07-17T22:11:37.337130Z,2026-07-17T22:11:37.337130Z
GBP/SEK,GBP,SEK,1,12.7609,13.1653,13.1653,12.7609,2026-07-17T23:14:08.634351Z,2026-07-17T23:14:08.634351Z
GIP/SEK,GIP,SEK,1,12.799174,13.144208,13.144208,12.799174,2026-07-17T21:55:22.885619Z,2026-07-17T21:55:22.885619Z
HKD/SEK,HKD,SEK,1,1.21033,1.24941,1.24941,1.21033,2026-07-17T21:48:48.617202Z,2026-07-17T21:48:48.617202Z
HUF/SEK,HUF,SEK,1,0.029772,0.031048,0.031048,0.029772,2026-07-17T23:14:08.657384Z,2026-07-17T23:14:08.657384Z
IDR/SEK,IDR,SEK,1,0.0005268,0.0005509,0.0005509,0.0005268,2026-07-17T21:55:22.830702Z,2026-07-17T21:55:22.830702Z
ILS/SEK,ILS,SEK,1,3.1013,3.2362,3.2362,3.1013,2026-07-17T21:55:22.820522Z,2026-07-17T21:55:22.820522Z
INR/SEK,INR,SEK,1,0.09793,0.10237,0.10237,0.09793,2026-07-17T21:55:22.838044Z,2026-07-17T21:55:22.838044Z
ISK/SEK,ISK,SEK,1,0.0751,0.0788,0.0788,0.0751,2026-07-17T21:55:22.819783Z,2026-07-17T21:55:22.819783Z
JPY/SEK,JPY,SEK,1,0.058152,0.060532,0.060532,0.058152,2026-07-17T23:14:08.572652Z,2026-07-17T23:14:08.572652Z
KES/SEK,KES,SEK,1,0.0729,0.0763,0.0763,0.0729,2026-07-17T21:55:22.835801Z,2026-07-17T21:55:22.835801Z
KRW/SEK,KRW,SEK,1,0.006348,0.006615,0.006615,0.006348,2026-07-17T21:55:22.820238Z,2026-07-17T21:55:22.820238Z
KWD/SEK,KWD,SEK,1,30.6854,31.708,31.708,30.6854,2026-07-17T21:55:22.833063Z,2026-07-17T21:55:22.833063Z
KZT/SEK,KZT,SEK,1,0.019978,0.020953,0.020953,0.019978,2026-07-17T21:55:22.820148Z,2026-07-17T21:55:22.820148Z
LKR/SEK,LKR,SEK,1,0.027787,0.029641,0.029641,0.027787,2026-07-17T21:55:22.819836Z,2026-07-17T21:55:22.819836Z
MAD/SEK,MAD,SEK,1,1.0098,1.0563,1.0563,1.0098,2026-07-17T21:55:22.820614Z,2026-07-17T21:55:22.820614Z
MXN/SEK,MXN,SEK,1,0.50731,0.59282,0.59282,0.50731,2026-07-17T23:14:08.652225Z,2026-07-17T23:14:08.652225Z
