pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.6006,2.6721,2.6721,2.6006,2026-06-23T10:39:55.408817Z,2026-06-23T10:39:55.408817Z
AUD/SEK,AUD,SEK,1,6.6661,6.7984,6.7984,6.6661,2026-06-23T10:39:55.420308Z,2026-06-23T10:39:55.420308Z
BDT/SEK,BDT,SEK,1,0.076199,0.081445,0.081445,0.076199,2026-06-23T10:39:55.421076Z,2026-06-23T10:39:55.421076Z
BHD/SEK,BHD,SEK,1,25.3284,26.0317,26.0317,25.3284,2026-06-23T10:39:55.412286Z,2026-06-23T10:39:55.412286Z
CAD/SEK,CAD,SEK,1,6.7612,6.8953,6.8953,6.7612,2026-06-23T10:39:55.407639Z,2026-06-23T10:39:55.407639Z
CHF/SEK,CHF,SEK,1,11.8393,12.0744,12.0744,11.8393,2026-06-23T10:39:55.414538Z,2026-06-23T10:39:55.414538Z
CNH/SEK,CNH,SEK,1,1.4073,1.446,1.446,1.4073,2026-06-23T10:39:55.420107Z,2026-06-23T10:39:55.420107Z
CNY/SEK,CNY,SEK,1,1.39849,1.4561,1.4561,1.39849,2026-06-23T10:39:55.415753Z,2026-06-23T10:39:55.415753Z
CZK/SEK,CZK,SEK,1,0.45191,0.46105,0.46105,0.45191,2026-06-23T10:39:55.420762Z,2026-06-23T10:39:55.420762Z
DKK/SEK,DKK,SEK,1,1.46324,1.49226,1.49226,1.46324,2026-06-23T10:39:55.410205Z,2026-06-23T10:39:55.410205Z
EGP/SEK,EGP,SEK,1,0.1887,0.2008,0.2008,0.1887,2026-06-23T10:39:55.420857Z,2026-06-23T10:39:55.420857Z
EUR/SEK,EUR,SEK,1,10.9282,11.1449,11.1449,10.9282,2026-06-23T10:13:08.126187Z,2026-06-23T10:13:08.126187Z
GBP/SEK,GBP,SEK,1,12.6745,12.9259,12.9259,12.6745,2026-06-23T10:39:55.414945Z,2026-06-23T10:39:55.414945Z
GIP/SEK,GIP,SEK,1,12.666991,12.933054,12.933054,12.666991,2026-06-23T10:39:55.468975Z,2026-06-23T10:39:55.468975Z
HKD/SEK,HKD,SEK,1,1.21835,1.25184,1.25184,1.21835,2026-06-23T10:39:55.415686Z,2026-06-23T10:39:55.415686Z
HUF/SEK,HUF,SEK,1,0.030875,0.0315,0.0315,0.030875,2026-06-23T10:39:55.420472Z,2026-06-23T10:39:55.420472Z
IDR/SEK,IDR,SEK,1,0.0005316,0.0005537,0.0005537,0.0005316,2026-06-23T10:39:55.420653Z,2026-06-23T10:39:55.420653Z
