country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6469,6.7461,2026-06-18
Danmark,Dansk krona,DKK,1.4549,1.4765,2026-06-18
Euro,Euro,EUR,10.8749,11.0359,2026-06-18
Hong Kong,Hongkong dollar,HKD,1.2026,1.2334,2026-06-18
Indien,Indisk rupie,INR,0.0986,0.1038,2026-06-18
Japan,Japanskt yen,JPY,0.0589,0.0598,2026-06-18
Kanada,Kanadensisk dollar,CAD,6.7087,6.8087,2026-06-18
Kina,Kinesisk yuan,CNY,1.3915,1.4295,2026-06-18
Mexiko,Mexikansk peso,MXN,0.5438,0.5578,2026-06-18
Norge,Norsk krona,NOK,0.9807,0.9956,2026-06-18
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4634,5.5457,2026-06-18
Polen,Polsk zloty,PLN,2.5536,2.5932,2026-06-18
Schweiz,Schweizisk franc,CHF,11.8068,11.9826,2026-06-18
Singapore,Singaporiansk dollar,SGD,7.346,7.4556,2026-06-18
Storbritannien,Brittiskt pund,GBP,12.5442,12.731,2026-06-18
Sydafrika,Sydafrikansk rand,ZAR,0.574,0.589,2026-06-18
Thailand,Thailänsk bath,THB,0.2876,0.2955,2026-06-18
Tjeckien,Tjeckisk krona,CZK,0.4499,0.4567,2026-06-18
Turkiet,Turkisk lira,TRY,0.2027,0.2081,2026-06-18
Ungern,Ungersk forint,HUF,0.0307,0.0315,2026-06-18
USA,Amerikansk dollar,USD,9.475,9.6156,2026-06-18
