pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5302,2.5996,2.5996,2.5302,2026-06-09T09:18:22.001147Z,2026-06-09T09:18:22.001147Z
AUD/SEK,AUD,SEK,1,6.5812,6.7116,6.7116,6.5812,2026-06-09T09:18:22.028027Z,2026-06-09T09:18:22.028027Z
BDT/SEK,BDT,SEK,1,0.074193,0.07916,0.07916,0.074193,2026-06-09T09:18:22.022689Z,2026-06-09T09:18:22.022689Z
BHD/SEK,BHD,SEK,1,24.6421,25.3249,25.3249,24.6421,2026-06-09T09:18:22.011249Z,2026-06-09T09:18:22.011249Z
CAD/SEK,CAD,SEK,1,6.6938,6.8263,6.8263,6.6938,2026-06-09T09:18:22.005973Z,2026-06-09T09:18:22.005973Z
CHF/SEK,CHF,SEK,1,11.7138,11.9459,11.9459,11.7138,2026-06-09T09:18:22.001661Z,2026-06-09T09:18:22.001661Z
CNH/SEK,CNH,SEK,1,1.3728,1.4104,1.4104,1.3728,2026-06-09T09:18:22.022474Z,2026-06-09T09:18:22.022474Z
CNY/SEK,CNY,SEK,1,1.36364,1.41969,1.41969,1.36364,2026-06-09T09:18:22.017726Z,2026-06-09T09:18:22.017726Z
CZK/SEK,CZK,SEK,1,0.44586,0.45486,0.45486,0.44586,2026-06-09T09:18:22.015438Z,2026-06-09T09:18:22.015438Z
DKK/SEK,DKK,SEK,1,1.44244,1.47105,1.47105,1.44244,2026-06-09T09:18:22.022494Z,2026-06-09T09:18:22.022494Z
EGP/SEK,EGP,SEK,1,0.1764,0.1877,0.1877,0.1764,2026-06-09T09:18:22.024498Z,2026-06-09T09:18:22.024498Z
EUR/SEK,EUR,SEK,1,10.7924,11.0066,11.0066,10.7924,2026-06-09T10:09:54.073188Z,2026-06-09T10:09:54.073188Z
GBP/SEK,GBP,SEK,1,12.489,12.7362,12.7362,12.489,2026-06-09T09:18:22.020776Z,2026-06-09T09:18:22.020776Z
GIP/SEK,GIP,SEK,1,12.481597,12.743198,12.743198,12.481597,2026-06-09T09:18:22.065917Z,2026-06-09T09:18:22.065917Z
HKD/SEK,HKD,SEK,1,1.18593,1.21847,1.21847,1.18593,2026-06-09T09:18:22.001230Z,2026-06-09T09:18:22.001230Z
HUF/SEK,HUF,SEK,1,0.030345,0.030961,0.030961,0.030345,2026-06-09T09:18:22.017111Z,2026-06-09T09:18:22.017111Z
IDR/SEK,IDR,SEK,1,0.0005109,0.0005324,0.0005324,0.0005109,2026-06-09T09:18:22.017836Z,2026-06-09T09:18:22.017836Z
ILS/SEK,ILS,SEK,1,3.1598,3.2477,3.2477,3.1598,2026-06-09T09:18:22.014714Z,2026-06-09T09:18:22.014714Z
INR/SEK,INR,SEK,1,0.09684,0.10081,0.10081,0.09684,2026-06-09T09:18:22.013246Z,2026-06-09T09:18:22.013246Z
ISK/SEK,ISK,SEK,1,0.0743,0.0775,0.0775,0.0743,2026-06-09T09:18:22.000220Z,2026-06-09T09:18:22.000220Z
JPY/SEK,JPY,SEK,1,0.058253,0.059406,0.059406,0.058253,2026-06-09T09:00:21.920675Z,2026-06-09T09:00:21.920675Z
KES/SEK,KES,SEK,1,0.0713,0.0743,0.0743,0.0713,2026-06-09T09:18:22.023170Z,2026-06-09T09:18:22.023170Z
KRW/SEK,KRW,SEK,1,0.006084,0.006309,0.006309,0.006084,2026-06-09T09:18:22.000771Z,2026-06-09T09:18:22.000771Z
KWD/SEK,KWD,SEK,1,30.0409,30.9061,30.9061,30.0409,2026-06-09T09:18:22.020383Z,2026-06-09T09:18:22.020383Z
KZT/SEK,KZT,SEK,1,0.018859,0.019652,0.019652,0.018859,2026-06-09T09:18:22.013504Z,2026-06-09T09:18:22.013504Z
