pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.588,2.6591,2.6591,2.588,2026-07-10T10:04:46.891782Z,2026-07-10T10:04:46.891782Z
AUD/SEK,AUD,SEK,1,6.6301,6.7614,6.7614,6.6301,2026-07-10T10:04:46.889755Z,2026-07-10T10:04:46.889755Z
BDT/SEK,BDT,SEK,1,0.075565,0.081028,0.081028,0.075565,2026-07-10T10:04:46.890096Z,2026-07-10T10:04:46.890096Z
BHD/SEK,BHD,SEK,1,25.2105,25.9085,25.9085,25.2105,2026-07-10T10:04:46.892189Z,2026-07-10T10:04:46.892189Z
CAD/SEK,CAD,SEK,1,6.7352,6.8685,6.8685,6.7352,2026-07-10T10:04:46.895305Z,2026-07-10T10:04:46.895305Z
CHF/SEK,CHF,SEK,1,11.8268,12.0611,12.0611,11.8268,2026-07-10T10:04:46.887153Z,2026-07-10T10:04:46.887153Z
CNH/SEK,CNH,SEK,1,1.4022,1.4407,1.4407,1.4022,2026-07-10T10:04:46.916102Z,2026-07-10T10:04:46.916102Z
CNY/SEK,CNY,SEK,1,1.39282,1.45059,1.45059,1.39282,2026-07-10T10:04:46.900647Z,2026-07-10T10:04:46.900647Z
CZK/SEK,CZK,SEK,1,0.4495,0.45858,0.45858,0.4495,2026-07-10T10:04:46.887488Z,2026-07-10T10:04:46.887488Z
DKK/SEK,DKK,SEK,1,1.45877,1.48769,1.48769,1.45877,2026-07-10T10:04:46.908658Z,2026-07-10T10:04:46.908658Z
EGP/SEK,EGP,SEK,1,0.1883,0.2002,0.2002,0.1883,2026-07-10T10:04:46.889222Z,2026-07-10T10:04:46.889222Z
EUR/SEK,EUR,SEK,1,10.9007,11.117,11.117,10.9007,2026-07-10T10:07:31.880774Z,2026-07-10T10:07:31.880774Z
GBP/SEK,GBP,SEK,1,12.7979,13.0512,13.0512,12.7979,2026-07-10T10:04:46.892670Z,2026-07-10T10:04:46.892670Z
GIP/SEK,GIP,SEK,1,12.790599,13.058709,13.058709,12.790599,2026-07-10T10:04:46.946250Z,2026-07-10T10:04:46.946250Z
HKD/SEK,HKD,SEK,1,1.21262,1.2459,1.2459,1.21262,2026-07-10T10:04:46.889668Z,2026-07-10T10:04:46.889668Z
HUF/SEK,HUF,SEK,1,0.030613,0.031234,0.031234,0.030613,2026-07-10T10:04:46.892184Z,2026-07-10T10:04:46.892184Z
IDR/SEK,IDR,SEK,1,0.0005229,0.0005446,0.0005446,0.0005229,2026-07-10T10:04:46.913832Z,2026-07-10T10:04:46.913832Z
ILS/SEK,ILS,SEK,1,3.1676,3.2559,3.2559,3.1676,2026-07-10T10:04:46.886193Z,2026-07-10T10:04:46.886193Z
INR/SEK,INR,SEK,1,0.09906,0.10312,0.10312,0.09906,2026-07-10T10:04:46.901052Z,2026-07-10T10:04:46.901052Z
ISK/SEK,ISK,SEK,1,0.0752,0.0784,0.0784,0.0752,2026-07-10T10:04:46.886471Z,2026-07-10T10:04:46.886471Z
JPY/SEK,JPY,SEK,1,0.058982,0.060149,0.060149,0.058982,2026-07-10T10:04:46.895293Z,2026-07-10T10:04:46.895293Z
KES/SEK,KES,SEK,1,0.073,0.0761,0.0761,0.073,2026-07-10T10:04:46.891308Z,2026-07-10T10:04:46.891308Z
KRW/SEK,KRW,SEK,1,0.006287,0.00652,0.00652,0.006287,2026-07-10T10:04:46.915158Z,2026-07-10T10:04:46.915158Z
KWD/SEK,KWD,SEK,1,30.6757,31.5674,31.5674,30.6757,2026-07-10T10:04:46.918958Z,2026-07-10T10:04:46.918958Z
KZT/SEK,KZT,SEK,1,0.020289,0.021135,0.021135,0.020289,2026-07-10T10:04:46.918202Z,2026-07-10T10:04:46.918202Z
LKR/SEK,LKR,SEK,1,0.027859,0.029594,0.029594,0.027859,2026-07-10T10:04:46.890443Z,2026-07-10T10:04:46.890443Z
MAD/SEK,MAD,SEK,1,1.0104,1.0523,1.0523,1.0104,2026-07-10T10:04:46.912581Z,2026-07-10T10:04:46.912581Z
MXN/SEK,MXN,SEK,1,0.54261,0.55754,0.55754,0.54261,2026-07-10T10:04:46.915194Z,2026-07-10T10:04:46.915194Z
MYR/SEK,MYR,SEK,1,2.3406,2.3924,2.3924,2.3406,2026-07-10T10:04:46.900198Z,2026-07-10T10:04:46.900198Z
NOK/SEK,NOK,SEK,1,0.9783,0.99772,0.99772,0.9783,2026-07-10T10:04:46.922878Z,2026-07-10T10:04:46.922878Z
NZD/SEK,NZD,SEK,1,5.507,5.6164,5.6164,5.507,2026-07-10T10:04:46.918547Z,2026-07-10T10:04:46.918547Z
PEN/SEK,PEN,SEK,1,2.777813,2.893438,2.893438,2.777813,2026-07-10T10:04:46.941669Z,2026-07-10T10:04:46.941669Z
PHP/SEK,PHP,SEK,1,0.1534,0.1598,0.1598,0.1534,2026-07-10T10:04:46.886636Z,2026-07-10T10:04:46.886636Z
PKR/SEK,PKR,SEK,1,0.0336,0.0357,0.0357,0.0336,2026-07-10T10:04:46.917008Z,2026-07-10T10:04:46.917008Z
PLN/SEK,PLN,SEK,1,2.50713,2.557,2.557,2.50713,2026-07-10T10:04:46.890841Z,2026-07-10T10:04:46.890841Z
QAR/SEK,QAR,SEK,1,2.59,2.6964,2.6964,2.59,2026-07-10T10:04:46.944027Z,2026-07-10T10:04:46.944027Z
RON/SEK,RON,SEK,1,2.0828,2.1249,2.1249,2.0828,2026-07-10T10:04:46.914151Z,2026-07-10T10:04:46.914151Z
RSD/SEK,RSD,SEK,1,0.091867,0.095824,0.095824,0.091867,2026-07-10T10:04:46.920267Z,2026-07-10T10:04:46.920267Z
SAR/SEK,SAR,SEK,1,2.5318,2.6018,2.6018,2.5318,2026-07-10T10:04:46.915644Z,2026-07-10T10:04:46.915644Z
SGD/SEK,SGD,SEK,1,7.391,7.5374,7.5374,7.391,2026-07-10T10:04:46.909451Z,2026-07-10T10:04:46.909451Z
THB/SEK,THB,SEK,1,0.28532,0.29317,0.29317,0.28532,2026-07-10T10:04:46.919561Z,2026-07-10T10:04:46.919561Z
TND/SEK,TND,SEK,1,3.1911,3.3394,3.3394,3.1911,2026-07-10T10:04:46.897209Z,2026-07-10T10:04:46.897209Z
TRY/SEK,TRY,SEK,1,0.2008,0.209,0.209,0.2008,2026-07-10T10:04:46.909424Z,2026-07-10T10:04:46.909424Z
USD/SEK,USD,SEK,1,9.542,9.7306,9.7306,9.542,2026-07-10T10:04:46.919894Z,2026-07-10T10:04:46.919894Z
ZAR/SEK,ZAR,SEK,1,0.58553,0.59783,0.59783,0.58553,2026-07-10T10:04:46.885662Z,2026-07-10T10:04:46.885662Z
