pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5242,2.5937,2.5937,2.5242,2026-06-16T12:25:55.813920Z,2026-06-16T12:25:55.813920Z
AUD/SEK,AUD,SEK,1,6.5756,6.7062,6.7062,6.5756,2026-06-16T12:25:55.779015Z,2026-06-16T12:25:55.779015Z
BDT/SEK,BDT,SEK,1,0.074128,0.078975,0.078975,0.074128,2026-06-16T12:25:55.777314Z,2026-06-16T12:25:55.777314Z
BHD/SEK,BHD,SEK,1,24.5835,25.2718,25.2718,24.5835,2026-06-16T12:25:55.812305Z,2026-06-16T12:25:55.812305Z
CAD/SEK,CAD,SEK,1,6.6407,6.7726,6.7726,6.6407,2026-06-16T12:25:55.788951Z,2026-06-16T12:25:55.788951Z
CHF/SEK,CHF,SEK,1,11.6983,11.9309,11.9309,11.6983,2026-06-16T12:25:55.785148Z,2026-06-16T12:25:55.785148Z
CNH/SEK,CNH,SEK,1,1.3718,1.4096,1.4096,1.3718,2026-06-16T12:25:55.833676Z,2026-06-16T12:25:55.833676Z
CNY/SEK,CNY,SEK,1,1.36306,1.41914,1.41914,1.36306,2026-06-16T12:25:55.813042Z,2026-06-16T12:25:55.813042Z
CZK/SEK,CZK,SEK,1,0.44672,0.45577,0.45577,0.44672,2026-06-16T12:25:55.775780Z,2026-06-16T12:25:55.775780Z
DKK/SEK,DKK,SEK,1,1.44376,1.4724,1.4724,1.44376,2026-06-16T12:25:55.798547Z,2026-06-16T12:25:55.798547Z
EGP/SEK,EGP,SEK,1,0.1813,0.1929,0.1929,0.1813,2026-06-16T12:25:55.789742Z,2026-06-16T12:25:55.789742Z
EUR/SEK,EUR,SEK,1,10.7927,11.0067,11.0067,10.7927,2026-06-16T12:16:45.406417Z,2026-06-16T12:16:45.406417Z
GBP/SEK,GBP,SEK,1,12.4787,12.7266,12.7266,12.4787,2026-06-16T12:25:55.800452Z,2026-06-16T12:25:55.800452Z
GIP/SEK,GIP,SEK,1,12.471832,12.734083,12.734083,12.471832,2026-06-16T12:25:55.833752Z,2026-06-16T12:25:55.833752Z
HKD/SEK,HKD,SEK,1,1.18366,1.21622,1.21622,1.18366,2026-06-16T12:25:55.778052Z,2026-06-16T12:25:55.778052Z
HUF/SEK,HUF,SEK,1,0.030862,0.03149,0.03149,0.030862,2026-06-16T12:25:55.778978Z,2026-06-16T12:25:55.778978Z
IDR/SEK,IDR,SEK,1,0.0005201,0.0005418,0.0005418,0.0005201,2026-06-16T12:25:55.836193Z,2026-06-16T12:25:55.836193Z
ILS/SEK,ILS,SEK,1,3.1844,3.2731,3.2731,3.1844,2026-06-16T12:25:55.776590Z,2026-06-16T12:25:55.776590Z
INR/SEK,INR,SEK,1,0.0974,0.1014,0.1014,0.0974,2026-06-16T12:25:55.823772Z,2026-06-16T12:25:55.823772Z
ISK/SEK,ISK,SEK,1,0.0739,0.077,0.077,0.0739,2026-06-16T12:25:55.777341Z,2026-06-16T12:25:55.777341Z
JPY/SEK,JPY,SEK,1,0.058042,0.059194,0.059194,0.058042,2026-06-16T12:25:55.804960Z,2026-06-16T12:25:55.804960Z
KES/SEK,KES,SEK,1,0.0711,0.0742,0.0742,0.0711,2026-06-16T12:25:55.777228Z,2026-06-16T12:25:55.777228Z
KRW/SEK,KRW,SEK,1,0.006117,0.006343,0.006343,0.006117,2026-06-16T12:25:55.802421Z,2026-06-16T12:25:55.802421Z
KWD/SEK,KWD,SEK,1,30.043,30.9306,30.9306,30.043,2026-06-16T12:25:55.800092Z,2026-06-16T12:25:55.800092Z
KZT/SEK,KZT,SEK,1,0.018877,0.019662,0.019662,0.018877,2026-06-16T12:25:55.820762Z,2026-06-16T12:25:55.820762Z
LKR/SEK,LKR,SEK,1,0.027283,0.029054,0.029054,0.027283,2026-06-16T12:25:55.779729Z,2026-06-16T12:25:55.779729Z
MAD/SEK,MAD,SEK,1,0.996,1.0376,1.0376,0.996,2026-06-16T12:25:55.837174Z,2026-06-16T12:25:55.837174Z
MXN/SEK,MXN,SEK,1,0.53888,0.55374,0.55374,0.53888,2026-06-16T12:25:55.838006Z,2026-06-16T12:25:55.838006Z
MYR/SEK,MYR,SEK,1,2.2849,2.3348,2.3348,2.2849,2026-06-16T12:25:55.797745Z,2026-06-16T12:25:55.797745Z
NOK/SEK,NOK,SEK,1,0.97713,0.99657,0.99657,0.97713,2026-06-16T12:25:55.841213Z,2026-06-16T12:25:55.841213Z
NZD/SEK,NZD,SEK,1,5.4207,5.5287,5.5287,5.4207,2026-06-16T12:25:55.836975Z,2026-06-16T12:25:55.836975Z
PEN/SEK,PEN,SEK,1,2.718575,2.832426,2.832426,2.718575,2026-06-16T12:25:55.778134Z,2026-06-16T12:25:55.778134Z
PHP/SEK,PHP,SEK,1,0.1527,0.159,0.159,0.1527,2026-06-16T12:25:55.776603Z,2026-06-16T12:25:55.776603Z
PKR/SEK,PKR,SEK,1,0.0327,0.0348,0.0348,0.0327,2026-06-16T12:25:55.824531Z,2026-06-16T12:25:55.824531Z
PLN/SEK,PLN,SEK,1,2.54318,2.59379,2.59379,2.54318,2026-06-16T12:25:55.780452Z,2026-06-16T12:25:55.780452Z
QAR/SEK,QAR,SEK,1,2.5262,2.6301,2.6301,2.5262,2026-06-16T12:25:55.805696Z,2026-06-16T12:25:55.805696Z
RON/SEK,RON,SEK,1,2.0625,2.1039,2.1039,2.0625,2026-06-16T12:25:55.806626Z,2026-06-16T12:25:55.806626Z
RSD/SEK,RSD,SEK,1,0.090896,0.094793,0.094793,0.090896,2026-06-16T12:25:55.828520Z,2026-06-16T12:25:55.828520Z
SAR/SEK,SAR,SEK,1,2.4705,2.5387,2.5387,2.4705,2026-06-16T12:25:55.838343Z,2026-06-16T12:25:55.838343Z
SGD/SEK,SGD,SEK,1,7.2587,7.4028,7.4028,7.2587,2026-06-16T12:25:55.807386Z,2026-06-16T12:25:55.807386Z
THB/SEK,THB,SEK,1,0.28512,0.29298,0.29298,0.28512,2026-06-16T12:25:55.834589Z,2026-06-16T12:25:55.834589Z
TND/SEK,TND,SEK,1,3.1423,3.2862,3.2862,3.1423,2026-06-16T12:25:55.804249Z,2026-06-16T12:25:55.804249Z
