updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
23.07.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,1.0054,1.0194,100.54,101.94,0.37,101.24,100.0,1.0054,1.0194
23.07.2026 09:00,USA,USD/SEK,USD,SEK,1,9.6328,9.7388,9.6328,9.7388,-0.0243,9.6858,1.0,9.6328,9.7388
23.07.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,11.0012,11.1262,11.0012,11.1262,-0.0169,11.0637,1.0,11.0012,11.1262
23.07.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4722,1.4872,147.22,148.72,-0.23,147.97,100.0,1.4722,1.4872
23.07.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.8842,13.0302,12.8842,13.0302,-0.0348,12.9572,1.0,12.8842,13.0302
23.07.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.841800000000001,11.953800000000001,1184.18,1195.38,-5.39,1189.78,100.0,11.841800000000001,11.953800000000001
23.07.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.058879,0.059878999999999995,5.8879,5.9879,-0.0157,5.9379,100.0,0.058879,0.059878999999999995
23.07.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.6162,2.6602,2.6162,2.6602,-0.0066,2.6382,1.0,2.6162,2.6602
23.07.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.7427,6.8277,6.7427,6.8277,-0.0084,6.7852,1.0,6.7427,6.8277
23.07.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,25.5225,25.9225,25.5225,25.9225,-0.0646,25.7225,1.0,25.5225,25.9225
23.07.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7366,0.7666,0.7366,0.7666,-0.0019,0.7516,1.0,0.7366,0.7666
23.07.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.15439999999999998,0.1598,15.44,15.98,-0.04,15.71,100.0,0.15439999999999998,0.1598
