country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6877,6.7677,6.6877,6.7677,14/7
Danmark,DKK/SEK,DKK,SEK,1,1.470535,1.486535,1.470535,1.486535,14/7
Euro,EUR/SEK,EUR,SEK,1,10.9822,11.1222,10.9822,11.1222,14/7
Hongkong,HKD/SEK,HKD,SEK,1,1.2241,1.2503,1.2241,1.2503,14/7
Indien,INR/SEK,INR,SEK,1,0.097731,0.103932,0.097731,0.103932,14/7
Indonesien,IDR/SEK,IDR,SEK,1,0.000523,0.000556,0.000523,0.000556,14/7
Island,ISK/SEK,ISK,SEK,1,0.077011,0.077351,0.077011,0.077351,14/7
Japan,JPY/SEK,JPY,SEK,1,0.059259,0.060199,0.059259,0.060199,14/7
Kanada,CAD/SEK,CAD,SEK,1,6.8332,6.9192,6.8332,6.9192,14/7
Kina,CNY/SEK,CNY,SEK,1,1.4206,1.4406,1.4206,1.4406,14/7
Malaysia,MYR/SEK,MYR,SEK,1,2.363795,2.393795,2.363795,2.393795,14/7
Marocko,MAD/SEK,MAD,SEK,1,1.0207,1.0554,1.0207,1.0554,14/7
Mexiko,MXN/SEK,MXN,SEK,1,0.5466,0.5607,0.5466,0.5607,14/7
Norge,NOK/SEK,NOK,SEK,1,0.985775,0.998775,0.985775,0.998775,14/7
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.5766,5.6587,5.5766,5.6587,14/7
Polen,PLN/SEK,PLN,SEK,1,2.526,2.566,2.526,2.566,14/7
Ryssland,RUB/SEK,RUB,SEK,1,0.12365,0.12803,0.12365,0.12803,14/7
Saudiarabien,SAR/SEK,SAR,SEK,1,2.55,2.6142,2.55,2.6142,14/7
Schweiz,CHF/SEK,CHF,SEK,1,11.8707,11.9827,11.8707,11.9827,14/7
Singapore,SGD/SEK,SGD,SEK,1,7.4639,7.5353,7.4639,7.5353,14/7
Storbritannien,GBP/SEK,GBP,SEK,1,12.8834,13.0235,12.8834,13.0235,14/7
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5789,0.5969,0.5789,0.5969,14/7
Sydkorea,KRW/SEK,KRW,SEK,1,0.006389,0.006562,0.006389,0.006562,14/7
Thailand,THB/SEK,THB,SEK,1,0.2864,0.2922,0.2864,0.2922,14/7
Tjeckien,CZK/SEK,CZK,SEK,1,0.4516,0.4582,0.4516,0.4582,14/7
Turkiet,TRY/SEK,TRY,SEK,1,0.1717,0.2406,0.1717,0.2406,14/7
Ungern,HUF/SEK,HUF,SEK,1,0.030247,0.031009,0.030247,0.031009,14/7
USA,USD/SEK,USD,SEK,1,9.6302,9.7653,9.6302,9.7653,14/7
