pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.7461,6.8345,AUD,Australiensiska dollar,6.7461,6.8345,6.7903,11:59:57
BRL/SEK,BRL,SEK,1,1.8480,1.9488,BRL,Brasilianska real,1.8480,1.9488,1.8984,11:59:56
CAD/SEK,CAD,SEK,1,6.8335,6.9215,CAD,Kanadensiska dollar,6.8335,6.9215,6.8775,11:59:56
CHF/SEK,CHF,SEK,1,11.86700,12.00490,CHF,Schweiziska franc,11.86700,12.00490,11.93595,11:59:56
CNY/SEK,CNY,SEK,1,1.41360,1.44430,CNY,Kinesiska yuan,1.41360,1.44430,1.42895,11:59:56
CZK/SEK,CZK,SEK,1,0.452060,0.461370,CZK,Tjeckiska koruna,0.452060,0.461370,0.456715,11:59:56
DKK/SEK,DKK,SEK,1,1.4689,1.4855,DKK,Danska kronor,1.4689,1.4855,1.4772,11:59:56
EUR/SEK,EUR,SEK,1,10.9761,11.1097,EUR,Euro,10.9761,11.1097,11.0429,11:59:56
GBP/SEK,GBP,SEK,1,12.9081,13.0539,GBP,Pound sterling,12.9081,13.0539,12.9810,11:59:59
HKD/SEK,HKD,SEK,1,1.2205,1.2451,HKD,Hong Kong dollar,1.2205,1.2451,1.2328,11:59:56
HUF/SEK,HUF,SEK,1,0.0301420,0.0311710,HUF,Ungerska forint,0.0301420,0.0311710,0.0306565,11:59:59
ILS/SEK,ILS,SEK,1,3.09290,3.25120,ILS,Israelska new shekel,3.09290,3.25120,3.17205,11:59:58
INR/SEK,INR,SEK,1,0.097130,0.103780,INR,Indiska rupees,0.097130,0.103780,0.100455,11:59:56
JPY/SEK,JPY,SEK,1,0.058915,0.059945,JPY,Japanska yen,0.058915,0.059945,0.059430,11:59:59
NOK/SEK,NOK,SEK,1,0.99760,1.01230,NOK,Norska kronor,0.99760,1.01230,1.00495,11:59:59
NZD/SEK,NZD,SEK,1,5.6224,5.7106,NZD,Nya Zeeländska dollar,5.6224,5.7106,5.6665,11:59:56
PLN/SEK,PLN,SEK,1,2.52040,2.58210,PLN,Polska zloty,2.52040,2.58210,2.55125,11:59:56
SGD/SEK,SGD,SEK,1,7.45340,7.53670,SGD,Singapore dollar,7.45340,7.53670,7.49505,11:59:56
THB/SEK,THB,SEK,1,0.280660,0.293850,THB,Thailändska baht,0.280660,0.293850,0.287255,11:59:56
TRY/SEK,TRY,SEK,1,0.186770,0.222880,TRY,Turkiska lira,0.186770,0.222880,0.204825,11:59:56
USD/SEK,USD,SEK,1,9.6010,9.7344,USD,Amerikanska dollar,9.6010,9.7344,9.6677,11:59:56
ZAR/SEK,ZAR,SEK,1,0.578300,0.598690,ZAR,Sydafrikanska rand,0.578300,0.598690,0.588495,11:59:56
