country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.6322,6.7122,6.6322,6.7122,8/6
Danmark,DKK/SEK,DKK,SEK,1,1.45033,1.46633,1.45033,1.46633,8/6
Euro,EUR/SEK,EUR,SEK,1,10.82995,10.96995,10.82995,10.96995,8/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1949,1.2211,1.1949,1.2211,8/6
Indien,INR/SEK,INR,SEK,1,0.095849,0.102049,0.095849,0.102049,8/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000507,0.00054,0.000507,0.00054,8/6
Island,ISK/SEK,ISK,SEK,1,0.075733,0.076073,0.075733,0.076073,8/6
Japan,JPY/SEK,JPY,SEK,1,0.058604,0.059544,0.058604,0.059544,8/6
Kanada,CAD/SEK,CAD,SEK,1,6.7416,6.8276,6.7416,6.8276,8/6
Kina,CNY/SEK,CNY,SEK,1,1.3851,1.4052,1.3851,1.4052,8/6
Kroatien,HRK/SEK,HRK,SEK,1,1.436639,1.45664,1.436639,1.45664,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.310108,2.340109,2.310108,2.340109,8/6
Marocko,MAD/SEK,MAD,SEK,1,1.0049,1.0396,1.0049,1.0396,8/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5352,0.5493,0.5352,0.5493,8/6
Norge,NOK/SEK,NOK,SEK,1,0.995605,1.008605,0.995605,1.008605,8/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.451,5.5331,5.451,5.5331,8/6
Polen,PLN/SEK,PLN,SEK,1,2.5475,2.5876,2.5475,2.5876,8/6
Ryssland,RUB/SEK,RUB,SEK,1,0.126375,0.130755,0.126375,0.130755,8/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4876,2.5518,2.4876,2.5518,8/6
Schweiz,CHF/SEK,CHF,SEK,1,11.8047,11.9167,11.8047,11.9167,8/6
Singapore,SGD/SEK,SGD,SEK,1,7.3015,7.3729,7.3015,7.3729,8/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.5432,12.6832,12.5432,12.6832,8/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5622,0.5803,0.5622,0.5803,8/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.006018,0.00619,0.006018,0.00619,8/6
Thailand,THB/SEK,THB,SEK,1,0.2849,0.2908,0.2849,0.2908,8/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.446965,0.453565,0.446965,0.453565,8/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1707,0.2396,0.1707,0.2396,8/6
Ungern,HUF/SEK,HUF,SEK,1,0.030222,0.030983,0.030222,0.030983,8/6
USA,USD/SEK,USD,SEK,1,9.3968,9.5319,9.3968,9.5319,8/6
