country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6182,6.717,2026-06-05
Danmark,Dansk krona,DKK,1.445,1.4666,2026-06-05
Euro,Euro,EUR,10.7997,10.9601,2026-06-05
Hong Kong,Hongkong dollar,HKD,1.1784,1.2086,2026-06-05
Indien,Indisk rupie,INR,0.0959,0.1009,2026-06-05
Japan,Japanskt yen,JPY,0.058,0.0589,2026-06-05
Kanada,Kanadensisk dollar,CAD,6.6822,6.782,2026-06-05
Kina,Kinesisk yuan,CNY,1.3623,1.3995,2026-06-05
Mexiko,Mexikansk peso,MXN,0.5337,0.5477,2026-06-05
Norge,Norsk krona,NOK,0.9953,1.0104,2026-06-05
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4488,5.5309,2026-06-05
Polen,Polsk zloty,PLN,2.5494,2.5888,2026-06-05
Schweiz,Schweizisk franc,CHF,11.7752,11.9509,2026-06-05
Singapore,Singaporiansk dollar,SGD,7.2281,7.336,2026-06-05
Storbritannien,Brittiskt pund,GBP,12.4871,12.6737,2026-06-05
Sydafrika,Sydafrikansk rand,ZAR,0.5664,0.5812,2026-06-05
Thailand,Thailänsk bath,THB,0.2827,0.2903,2026-06-05
Tjeckien,Tjeckisk krona,CZK,0.4466,0.4535,2026-06-05
Turkiet,Turkisk lira,TRY,0.2001,0.2053,2026-06-05
Ungern,Ungersk forint,HUF,0.0303,0.0311,2026-06-05
USA,Amerikansk dollar,USD,9.2822,9.4203,2026-06-05
