country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6318,6.7662,2026-07-03
Danmark,Dansk krona,DKK,1.4632,1.4928,2026-07-03
Euro,Euro,EUR,10.9372,11.158,2026-07-03
Hong Kong,Hongkong dollar,HKD,1.2127,1.2502,2026-07-03
Indien,Indisk rupie,INR,0.0983,0.1041,2026-07-03
Japan,Japanskt yen,JPY,0.0593,0.0605,2026-07-03
Kanada,Kanadensisk dollar,CAD,6.7466,6.8832,2026-07-03
Kina,Kinesisk yuan,CNY,1.4011,1.4471,2026-07-03
Mexiko,Mexikansk peso,MXN,0.5451,0.5621,2026-07-03
Norge,Norsk krona,NOK,0.9706,0.9956,2026-07-03
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4574,5.5687,2026-07-03
Polen,Polsk zloty,PLN,2.5503,2.6029,2026-07-03
Schweiz,Schweizisk franc,CHF,11.9067,12.1477,2026-07-03
Singapore,Singaporiansk dollar,SGD,7.4019,7.5521,2026-07-03
Storbritannien,Brittiskt pund,GBP,12.7736,13.0324,2026-07-03
Sydafrika,Sydafrikansk rand,ZAR,0.5863,0.6048,2026-07-03
Thailand,Thailänsk bath,THB,0.2865,0.2958,2026-07-03
Tjeckien,Tjeckisk krona,CZK,0.452,0.4614,2026-07-03
Turkiet,Turkisk lira,TRY,0.2028,0.2106,2026-07-03
Ungern,Ungersk forint,HUF,0.0307,0.0317,2026-07-03
USA,Amerikansk dollar,USD,9.5604,9.7536,2026-07-03
