country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7412,6.8414,2026-07-21
Danmark,Dansk krona,DKK,1.4667,1.4884,2026-07-21
Euro,Euro,EUR,10.9648,11.1266,2026-07-21
Hong Kong,Hongkong dollar,HKD,1.2178,1.2488,2026-07-21
Indien,Indisk rupie,INR,0.0979,0.1031,2026-07-21
Japan,Japanskt yen,JPY,0.059,0.0599,2026-07-21
Kanada,Kanadensisk dollar,CAD,6.8248,6.9262,2026-07-21
Kina,Kinesisk yuan,CNY,1.4095,1.4484,2026-07-21
Mexiko,Mexikansk peso,MXN,0.5491,0.5633,2026-07-21
Norge,Norsk krona,NOK,0.9957,1.0107,2026-07-21
Nya Zeeland,Nyzeeländsk dollar,NZD,5.6243,5.7084,2026-07-21
Polen,Polsk zloty,PLN,2.5338,2.5723,2026-07-21
Schweiz,Schweizisk franc,CHF,11.8494,12.0248,2026-07-21
Singapore,Singaporiansk dollar,SGD,7.443,7.5536,2026-07-21
Storbritannien,Brittiskt pund,GBP,12.8929,13.0843,2026-07-21
Sydafrika,Sydafrikansk rand,ZAR,0.5809,0.596,2026-07-21
Thailand,Thailänsk bath,THB,0.2838,0.2915,2026-07-21
Tjeckien,Tjeckisk krona,CZK,0.4533,0.4602,2026-07-21
Turkiet,Turkisk lira,TRY,0.2021,0.2075,2026-07-21
Ungern,Ungersk forint,HUF,0.0303,0.0311,2026-07-21
USA,Amerikansk dollar,USD,9.6011,9.743,2026-07-21
