country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,date
Australien,AUD/SEK,AUD,SEK,1,6.624,6.704,6.624,6.704,5/6
Danmark,DKK/SEK,DKK,SEK,1,1.45088,1.46688,1.45088,1.46688,8/6
Euro,EUR/SEK,EUR,SEK,1,10.8015,10.9415,10.8015,10.9415,5/6
Hongkong,HKD/SEK,HKD,SEK,1,1.1793,1.2055,1.1793,1.2055,5/6
Indien,INR/SEK,INR,SEK,1,0.094999,0.101199,0.094999,0.101199,8/6
Indonesien,IDR/SEK,IDR,SEK,1,0.000512,0.000546,0.000512,0.000546,8/6
Island,ISK/SEK,ISK,SEK,1,0.075787,0.076127,0.075787,0.076127,8/6
Japan,JPY/SEK,JPY,SEK,1,0.05856,0.059501,0.05856,0.059501,8/6
Kanada,CAD/SEK,CAD,SEK,1,6.6853,6.7713,6.6853,6.7713,8/6
Kina,CNY/SEK,CNY,SEK,1,1.3843,1.4043,1.3843,1.4043,8/6
Kroatien,HRK/SEK,HRK,SEK,1,1.432889,1.45289,1.432889,1.45289,11/12
Malaysia,MYR/SEK,MYR,SEK,1,2.301729,2.33173,2.301729,2.33173,5/6
Marocko,MAD/SEK,MAD,SEK,1,0.9979,1.0325,0.9979,1.0325,5/6
Mexiko,MXN/SEK,MXN,SEK,1,0.5336,0.5477,0.5336,0.5477,5/6
Norge,NOK/SEK,NOK,SEK,1,0.0,0.0,0.0,0.0,8/6
Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4466,5.5286,5.4466,5.5286,5/6
Polen,PLN/SEK,PLN,SEK,1,2.5478,2.5878,2.5478,2.5878,5/6
Ryssland,RUB/SEK,RUB,SEK,1,0.12585,0.13023,0.12585,0.13023,8/6
Saudiarabien,SAR/SEK,SAR,SEK,1,2.4557,2.5199,2.4557,2.5199,5/6
Schweiz,CHF/SEK,CHF,SEK,1,11.8292,11.9412,11.8292,11.9412,8/6
Singapore,SGD/SEK,SGD,SEK,1,7.2406,7.3121,7.2406,7.3121,5/6
Storbritannien,GBP/SEK,GBP,SEK,1,12.4961,12.6362,12.4961,12.6362,5/6
Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5642,0.5823,0.5642,0.5823,5/6
Sydkorea,KRW/SEK,KRW,SEK,1,0.0,0.0,0.0,0.0,8/6
Thailand,THB/SEK,THB,SEK,1,0.2834,0.2892,0.2834,0.2892,5/6
Tjeckien,CZK/SEK,CZK,SEK,1,0.44656,0.45316,0.44656,0.45316,8/6
Turkiet,TRY/SEK,TRY,SEK,1,0.1681,0.2369,0.1681,0.2369,5/6
Ungern,HUF/SEK,HUF,SEK,1,0.030325,0.031086,0.030325,0.031086,8/6
USA,USD/SEK,USD,SEK,1,9.2735,9.4086,9.2735,9.4086,5/6
