updated,country,pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,buy_rate,sell_rate,change,settlement_price,unit,buy_rate_per_unit,sell_rate_per_unit
10.06.2026 09:00,Norge,NOK/SEK,NOK,SEK,100,0.9914000000000001,1.0054,99.14,100.54,0.32,99.84,100.0,0.9914000000000001,1.0054
10.06.2026 09:00,USA,USD/SEK,USD,SEK,1,9.4225,9.5285,9.4225,9.5285,0.0605,9.4755,1.0,9.4225,9.5285
10.06.2026 09:00,Europeiska unionen,EUR/SEK,EUR,SEK,1,10.8779,11.0029,10.8779,11.0029,0.0714,10.9404,1.0,10.8779,11.0029
10.06.2026 09:00,Danmark,DKK/SEK,DKK,SEK,100,1.4559,1.4709,145.59,147.09,0.87,146.34,100.0,1.4559,1.4709
10.06.2026 09:00,Storbritannien,GBP/SEK,GBP,SEK,1,12.6083,12.7543,12.6083,12.7543,0.1001,12.6813,1.0,12.6083,12.7543
10.06.2026 09:00,Schweiz,CHF/SEK,CHF,SEK,100,11.8116,11.923599999999999,1181.16,1192.36,4.62,1186.76,100.0,11.8116,11.923599999999999
10.06.2026 09:00,Japan,JPY/SEK,JPY,SEK,100,0.05857999999999999,0.05958,5.858,5.958,0.0301,5.908,100.0,0.05857999999999999,0.05958
10.06.2026 09:00,Arabemirater,AED/SEK,AED,SEK,1,2.559,2.603,2.559,2.603,0.0164,2.581,1.0,2.559,2.603
10.06.2026 09:00,Australien,AUD/SEK,AUD,SEK,1,6.6086,6.6936,6.6086,6.6936,0.004,6.6511,1.0,6.6086,6.6936
10.06.2026 09:00,Bahrain,BHD/SEK,BHD,SEK,1,24.9607,25.3607,24.9607,25.3607,0.1606,25.1607,1.0,24.9607,25.3607
10.06.2026 09:00,Botswana,BWP/SEK,BWP,SEK,1,0.7236,0.7536,0.7236,0.7536,0.0038,0.7386,1.0,0.7236,0.7536
10.06.2026 09:00,Filippinerna,PHP/SEK,PHP,SEK,100,0.1517,0.15710000000000002,15.17,15.71,0.13,15.44,100.0,0.1517,0.15710000000000002
10.06.2026 09:00,Hong Kong,HKD/SEK,HKD,SEK,1,1.1973,1.2213,1.1973,1.2213,0.0079,1.2093,1.0,1.1973,1.2213
10.06.2026 09:00,Indien,INR/SEK,INR,SEK,1,0.0974,0.1018,0.0974,0.1018,0.0011,0.0996,1.0,0.0974,0.1018
10.06.2026 09:00,Indonesien,IDR/SEK,IDR,SEK,100,0.000517,0.000541,0.0517,0.0541,0.0008,0.0529,100.0,0.000517,0.000541
10.06.2026 09:00,Island,ISK/SEK,ISK,SEK,100,0.075002,0.077602,7.5002,7.7602,0.0198,7.6302,100.0,0.075002,0.077602
10.06.2026 09:00,Israel,ILS/SEK,ILS,SEK,1,3.1681,3.2281,3.1681,3.2281,-0.0178,3.1981,1.0,3.1681,3.2281
10.06.2026 09:00,Kanada,CAD/SEK,CAD,SEK,1,6.7479,6.8379,6.7479,6.8379,0.037,6.7929,1.0,6.7479,6.8379
10.06.2026 09:00,Kenya,KES/SEK,KES,SEK,100,0.072186,0.075186,7.2186,7.5186,0.0442,7.3686,100.0,0.072186,0.075186
10.06.2026 09:00,Kina,CNH/SEK,CNH,SEK,100,1.3834,1.4134,138.34,141.34,0.8,139.84,100.0,1.3834,1.4134
10.06.2026 09:00,Kina,CNY/SEK,CNY,SEK,100,1.3843,1.4143000000000001,138.43,141.43,0.81,139.93,100.0,1.3843,1.4143000000000001
10.06.2026 09:00,Kuwait,KWD/SEK,KWD,SEK,1,30.6908,31.1908,30.6908,31.1908,0.1976,30.9408,1.0,30.6908,31.1908
10.06.2026 09:00,Marocko,MAD/SEK,MAD,SEK,100,1.0054,1.0493999999999999,100.54,104.94,0.66,102.74,100.0,1.0054,1.0493999999999999
10.06.2026 09:00,Mexiko,MXN/SEK,MXN,SEK,100,0.5368999999999999,0.5509000000000001,53.69,55.09,0.3,54.39,100.0,0.5368999999999999,0.5509000000000001
10.06.2026 09:00,Nya Zeeland,NZD/SEK,NZD,SEK,1,5.4683,5.5503,5.4683,5.5503,0.0135,5.5093,1.0,5.4683,5.5503
10.06.2026 09:00,Oman,OMR/SEK,OMR,SEK,1,24.44,24.84,24.44,24.84,0.15,24.64,1.0,24.44,24.84
10.06.2026 09:00,Pakistan,PKR/SEK,PKR,SEK,1,0.0333,0.0349,0.0333,0.0349,0.0002,0.0341,1.0,0.0333,0.0349
10.06.2026 09:00,Polen,PLN/SEK,PLN,SEK,100,2.5572999999999997,2.6023,255.73,260.23,1.29,257.98,100.0,2.5572999999999997,2.6023
10.06.2026 09:00,Qatar,QAR/SEK,QAR,SEK,1,2.5792,2.6232,2.5792,2.6232,0.0166,2.6012,1.0,2.5792,2.6232
10.06.2026 09:00,Rum‰nien,RON/SEK,RON,SEK,100,2.066,2.1180000000000003,206.6,211.8,1.32,209.2,100.0,2.066,2.1180000000000003
10.06.2026 09:00,Saudiarabien,SAR/SEK,SAR,SEK,1,2.5044,2.5444,2.5044,2.5444,0.016,2.5244,1.0,2.5044,2.5444
10.06.2026 09:00,Singapore,SGD/SEK,SGD,SEK,1,7.3166,7.4006,7.3166,7.4006,0.0372,7.3586,1.0,7.3166,7.4006
10.06.2026 09:00,Sri Lanka,LKR/SEK,LKR,SEK,100,0.0281,0.0297,2.81,2.97,0.09,2.89,100.0,0.0281,0.0297
10.06.2026 09:00,Sydafrika,ZAR/SEK,ZAR,SEK,1,0.5604,0.5864,0.5604,0.5864,0.0009,0.5734,1.0,0.5604,0.5864
10.06.2026 09:00,Sydkorea,KRW/SEK,KRW,SEK,100,0.006116,0.006316,0.6116,0.6316,-0.0002,0.6216,100.0,0.006116,0.006316
10.06.2026 09:00,Tanzania,TZS/SEK,TZS,SEK,100,0.003572,0.0037119999999999996,0.3572,0.3712,0.0016,0.3642,100.0,0.003572,0.0037119999999999996
10.06.2026 09:00,Thailand,THB/SEK,THB,SEK,100,0.2846,0.2916,28.46,29.16,0.14,28.81,100.0,0.2846,0.2916
10.06.2026 09:00,Tjeckien,CZK/SEK,CZK,SEK,100,0.4496,0.4562,44.96,45.62,0.34,45.29,100.0,0.4496,0.4562
10.06.2026 09:00,Tunisien,TND/SEK,TND,SEK,1,3.2199,3.3199,3.2199,3.3199,0.0211,3.2699,1.0,3.2199,3.3199
10.06.2026 09:00,Turkiet,TRY/SEK,TRY,SEK,100,0.2005,0.21050000000000002,20.05,21.05,0.13,20.55,100.0,0.2005,0.21050000000000002
10.06.2026 09:00,Ungern,HUF/SEK,HUF,SEK,100,0.030459999999999997,0.03116,3.046,3.116,0.02,3.081,100.0,0.030459999999999997,0.03116
