pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5083,2.5774,2.5774,2.5083,2026-06-05T09:54:24.793102Z,2026-06-05T09:54:24.793102Z
AUD/SEK,AUD,SEK,1,6.6014,6.7327,6.7327,6.6014,2026-06-05T09:54:24.774301Z,2026-06-05T09:54:24.774301Z
BDT/SEK,BDT,SEK,1,0.073535,0.078469,0.078469,0.073535,2026-06-05T09:54:24.803159Z,2026-06-05T09:54:24.803159Z
BHD/SEK,BHD,SEK,1,24.4291,25.1077,25.1077,24.4291,2026-06-05T09:54:24.813323Z,2026-06-05T09:54:24.813323Z
CAD/SEK,CAD,SEK,1,6.6654,6.7977,6.7977,6.6654,2026-06-05T09:54:24.775515Z,2026-06-05T09:54:24.775515Z
CHF/SEK,CHF,SEK,1,11.7393,11.9727,11.9727,11.7393,2026-06-05T09:54:24.800873Z,2026-06-05T09:54:24.800873Z
CNH/SEK,CNH,SEK,1,1.3615,1.3989,1.3989,1.3615,2026-06-05T09:54:24.838180Z,2026-06-05T09:54:24.838180Z
CNY/SEK,CNY,SEK,1,1.35205,1.40797,1.40797,1.35205,2026-06-05T09:54:24.783974Z,2026-06-05T09:54:24.783974Z
CZK/SEK,CZK,SEK,1,0.44543,0.45445,0.45445,0.44543,2026-06-05T09:54:24.828138Z,2026-06-05T09:54:24.828138Z
DKK/SEK,DKK,SEK,1,1.44008,1.46866,1.46866,1.44008,2026-06-05T09:54:24.787382Z,2026-06-05T09:54:24.787382Z
EGP/SEK,EGP,SEK,1,0.1747,0.1858,0.1858,0.1747,2026-06-05T09:54:24.807300Z,2026-06-05T09:54:24.807300Z
EUR/SEK,EUR,SEK,1,10.7636,10.9771,10.9771,10.7636,2026-06-05T10:07:04.908139Z,2026-06-05T10:07:04.908139Z
GBP/SEK,GBP,SEK,1,12.4522,12.6995,12.6995,12.4522,2026-06-05T09:54:24.810576Z,2026-06-05T09:54:24.810576Z
GIP/SEK,GIP,SEK,1,12.445237,12.706921,12.706921,12.445237,2026-06-05T09:54:24.845793Z,2026-06-05T09:54:24.845793Z
HKD/SEK,HKD,SEK,1,1.17611,1.20846,1.20846,1.17611,2026-06-05T09:54:24.821581Z,2026-06-05T09:54:24.821581Z
HUF/SEK,HUF,SEK,1,0.030375,0.030993,0.030993,0.030375,2026-06-05T09:54:24.827463Z,2026-06-05T09:54:24.827463Z
IDR/SEK,IDR,SEK,1,0.0005078,0.0005289,0.0005289,0.0005078,2026-06-05T09:54:24.835159Z,2026-06-05T09:54:24.835159Z
ILS/SEK,ILS,SEK,1,3.1753,3.2641,3.2641,3.1753,2026-06-05T09:54:24.791743Z,2026-06-05T09:54:24.791743Z
INR/SEK,INR,SEK,1,0.09641,0.10036,0.10036,0.09641,2026-06-05T09:54:24.817854Z,2026-06-05T09:54:24.817854Z
ISK/SEK,ISK,SEK,1,0.0741,0.0773,0.0773,0.0741,2026-06-05T09:54:24.784875Z,2026-06-05T09:54:24.784875Z
JPY/SEK,JPY,SEK,1,0.057824,0.058972,0.058972,0.057824,2026-06-05T09:54:24.769869Z,2026-06-05T09:54:24.769869Z
KES/SEK,KES,SEK,1,0.0707,0.0737,0.0737,0.0707,2026-06-05T09:54:24.836667Z,2026-06-05T09:54:24.836667Z
KRW/SEK,KRW,SEK,1,0.005963,0.006184,0.006184,0.005963,2026-06-05T09:54:24.789075Z,2026-06-05T09:54:24.789075Z
KWD/SEK,KWD,SEK,1,29.8081,30.6618,30.6618,29.8081,2026-06-05T09:54:24.789959Z,2026-06-05T09:54:24.789959Z
KZT/SEK,KZT,SEK,1,0.018812,0.019593,0.019593,0.018812,2026-06-05T09:54:24.802479Z,2026-06-05T09:54:24.802479Z
LKR/SEK,LKR,SEK,1,0.026958,0.028658,0.028658,0.026958,2026-06-05T09:54:24.849531Z,2026-06-05T09:54:24.849531Z
MAD/SEK,MAD,SEK,1,0.9951,1.0365,1.0365,0.9951,2026-06-05T09:54:24.786626Z,2026-06-05T09:54:24.786626Z
MXN/SEK,MXN,SEK,1,0.53308,0.5478,0.5478,0.53308,2026-06-05T09:54:24.768674Z,2026-06-05T09:54:24.768674Z
MYR/SEK,MYR,SEK,1,2.2916,2.3425,2.3425,2.2916,2026-06-05T09:54:24.814089Z,2026-06-05T09:54:24.814089Z
