pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
PLN/SEK,PLN,SEK,1,2.54224,2.59283,2.59283,2.54224,2026-07-07T08:59:07.228672Z,2026-07-07T08:59:07.228672Z
QAR/SEK,QAR,SEK,1,2.592,2.6994,2.6994,2.592,2026-07-07T08:59:07.258812Z,2026-07-07T08:59:07.258812Z
RON/SEK,RON,SEK,1,2.0856,2.1274,2.1274,2.0856,2026-07-07T08:59:07.256105Z,2026-07-07T08:59:07.256105Z
RSD/SEK,RSD,SEK,1,0.091967,0.095914,0.095914,0.091967,2026-07-07T08:59:07.294082Z,2026-07-07T08:59:07.294082Z
SAR/SEK,SAR,SEK,1,2.5339,2.6038,2.6038,2.5339,2026-07-07T08:59:07.286667Z,2026-07-07T08:59:07.286667Z
SGD/SEK,SGD,SEK,1,7.3933,7.5397,7.5397,7.3933,2026-07-07T08:59:07.260458Z,2026-07-07T08:59:07.260458Z
THB/SEK,THB,SEK,1,0.28577,0.29364,0.29364,0.28577,2026-07-07T08:59:07.287504Z,2026-07-07T08:59:07.287504Z
TND/SEK,TND,SEK,1,3.1958,3.3399,3.3399,3.1958,2026-07-07T08:59:07.259504Z,2026-07-07T08:59:07.259504Z
TRY/SEK,TRY,SEK,1,0.2017,0.2099,0.2099,0.2017,2026-07-07T08:59:07.284215Z,2026-07-07T08:59:07.284215Z
USD/SEK,USD,SEK,1,9.5519,9.7409,9.7409,9.5519,2026-07-07T08:59:07.293521Z,2026-07-07T08:59:07.293521Z
ZAR/SEK,ZAR,SEK,1,0.58757,0.59992,0.59992,0.58757,2026-07-07T08:59:07.224675Z,2026-07-07T08:59:07.224675Z
