pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.7494,6.8378,AUD,Australiensiska dollar,6.7494,6.8378,6.7936,11:59:59
BRL/SEK,BRL,SEK,1,1.8630,1.9638,BRL,Brasilianska real,1.8630,1.9638,1.9134,11:59:59
CAD/SEK,CAD,SEK,1,6.8473,6.9353,CAD,Kanadensiska dollar,6.8473,6.9353,6.8913,11:59:59
CHF/SEK,CHF,SEK,1,11.88560,12.02350,CHF,Schweiziska franc,11.88560,12.02350,11.95455,11:59:59
CNY/SEK,CNY,SEK,1,1.41890,1.44960,CNY,Kinesiska yuan,1.41890,1.44960,1.43425,11:59:59
CZK/SEK,CZK,SEK,1,0.453460,0.462770,CZK,Tjeckiska koruna,0.453460,0.462770,0.458115,11:59:59
DKK/SEK,DKK,SEK,1,1.4736,1.4902,DKK,Danska kronor,1.4736,1.4902,1.4819,11:59:59
EUR/SEK,EUR,SEK,1,11.0118,11.1454,EUR,Euro,11.0118,11.1454,11.0786,11:59:59
GBP/SEK,GBP,SEK,1,12.91390,13.05960,GBP,Pound sterling,12.91390,13.05960,12.98675,11:59:59
HKD/SEK,HKD,SEK,1,1.22670,1.25120,HKD,Hong Kong dollar,1.22670,1.25120,1.23895,11:59:59
HUF/SEK,HUF,SEK,1,0.029894,0.030922,HUF,Ungerska forint,0.029894,0.030922,0.030408,11:59:59
ILS/SEK,ILS,SEK,1,3.0888,3.2472,ILS,Israelska new shekel,3.0888,3.2472,3.1680,11:59:59
INR/SEK,INR,SEK,1,0.097260,0.103910,INR,Indiska rupees,0.097260,0.103910,0.100585,11:59:59
JPY/SEK,JPY,SEK,1,0.0590660,0.0600990,JPY,Japanska yen,0.0590660,0.0600990,0.0595825,11:59:59
NOK/SEK,NOK,SEK,1,1.0043,1.0191,NOK,Norska kronor,1.0043,1.0191,1.0117,11:59:59
NZD/SEK,NZD,SEK,1,5.6058,5.6940,NZD,Nya Zeeländska dollar,5.6058,5.6940,5.6499,11:59:59
PLN/SEK,PLN,SEK,1,2.52700,2.58870,PLN,Polska zloty,2.52700,2.58870,2.55785,11:59:59
SGD/SEK,SGD,SEK,1,7.4809,7.5643,SGD,Singapore dollar,7.4809,7.5643,7.5226,11:59:59
THB/SEK,THB,SEK,1,0.28065,0.29385,THB,Thailändska baht,0.28065,0.29385,0.28725,11:59:59
TRY/SEK,TRY,SEK,1,0.187670,0.223780,TRY,Turkiska lira,0.187670,0.223780,0.205725,11:59:59
USD/SEK,USD,SEK,1,9.6472,9.7806,USD,Amerikanska dollar,9.6472,9.7806,9.7139,11:59:59
ZAR/SEK,ZAR,SEK,1,0.579230,0.599580,ZAR,Sydafrikanska rand,0.579230,0.599580,0.589405,11:59:59
