country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.6691,6.768,2026-06-25
Danmark,Dansk krona,DKK,1.4692,1.4909,2026-06-25
Euro,Euro,EUR,10.9819,11.1439,2026-06-25
Hong Kong,Hongkong dollar,HKD,1.2263,1.2576,2026-06-25
Indien,Indisk rupie,INR,0.1005,0.1058,2026-06-25
Japan,Japanskt yen,JPY,0.0597,0.0606,2026-06-25
Kanada,Kanadensisk dollar,CAD,6.7913,6.892,2026-06-25
Kina,Kinesisk yuan,CNY,1.4129,1.4516,2026-06-25
Mexiko,Mexikansk peso,MXN,0.5461,0.5602,2026-06-25
Norge,Norsk krona,NOK,0.9795,0.9943,2026-06-25
Nya Zeeland,Nyzeeländsk dollar,NZD,5.4581,5.5398,2026-06-25
Polen,Polsk zloty,PLN,2.5605,2.5991,2026-06-25
Schweiz,Schweizisk franc,CHF,11.9104,12.0868,2026-06-25
Singapore,Singaporiansk dollar,SGD,7.4541,7.5646,2026-06-25
Storbritannien,Brittiskt pund,GBP,12.744,12.933,2026-06-25
Sydafrika,Sydafrikansk rand,ZAR,0.5808,0.5959,2026-06-25
Thailand,Thailänsk bath,THB,0.2881,0.2959,2026-06-25
Tjeckien,Tjeckisk krona,CZK,0.4531,0.46,2026-06-25
Turkiet,Turkisk lira,TRY,0.2063,0.2118,2026-06-25
Ungern,Ungersk forint,HUF,0.0308,0.0316,2026-06-25
USA,Amerikansk dollar,USD,9.6657,9.8086,2026-06-25
