country,currency_name,currency,sell_rate,buy_rate,updated
Australien,Australiensisk dollar,AUD,6.7434,6.8435,2026-07-23
Danmark,Dansk krona,DKK,1.4716,1.4932,2026-07-23
Euro,Euro,EUR,11.0006,11.1628,2026-07-23
Hong Kong,Hongkong dollar,HKD,1.2214,1.2526,2026-07-23
Indien,Indisk rupie,INR,0.0979,0.1031,2026-07-23
Japan,Japanskt yen,JPY,0.059,0.0598,2026-07-23
Kanada,Kanadensisk dollar,CAD,6.8441,6.9455,2026-07-23
Kina,Kinesisk yuan,CNY,1.4132,1.452,2026-07-23
Mexiko,Mexikansk peso,MXN,0.5494,0.5637,2026-07-23
Norge,Norsk krona,NOK,1.0061,1.021,2026-07-23
Nya Zeeland,Nyzeeländsk dollar,NZD,5.588,5.6715,2026-07-23
Polen,Polsk zloty,PLN,2.5397,2.5779,2026-07-23
Schweiz,Schweizisk franc,CHF,11.8182,11.9931,2026-07-23
Singapore,Singaporiansk dollar,SGD,7.463,7.574,2026-07-23
Storbritannien,Brittiskt pund,GBP,12.8772,13.0683,2026-07-23
Sydafrika,Sydafrikansk rand,ZAR,0.5831,0.5982,2026-07-23
Thailand,Thailänsk bath,THB,0.2831,0.2907,2026-07-23
Tjeckien,Tjeckisk krona,CZK,0.4545,0.4614,2026-07-23
Turkiet,Turkisk lira,TRY,0.2022,0.2076,2026-07-23
Ungern,Ungersk forint,HUF,0.03,0.0308,2026-07-23
USA,Amerikansk dollar,USD,9.6294,9.7716,2026-07-23
