pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
AED/SEK,AED,SEK,1,2.5206,2.5899,2.5899,2.5206,2026-06-15T12:04:53.196380Z,2026-06-15T12:04:53.196380Z
AUD/SEK,AUD,SEK,1,6.5707,6.701,6.701,6.5707,2026-06-15T12:04:53.205244Z,2026-06-15T12:04:53.205244Z
BDT/SEK,BDT,SEK,1,0.07403,0.078875,0.078875,0.07403,2026-06-15T12:04:53.204532Z,2026-06-15T12:04:53.204532Z
BHD/SEK,BHD,SEK,1,24.5507,25.2316,25.2316,24.5507,2026-06-15T12:04:53.215694Z,2026-06-15T12:04:53.215694Z
CAD/SEK,CAD,SEK,1,6.6479,6.7796,6.7796,6.6479,2026-06-15T12:04:53.216215Z,2026-06-15T12:04:53.216215Z
CHF/SEK,CHF,SEK,1,11.7143,11.9466,11.9466,11.7143,2026-06-15T12:04:53.205655Z,2026-06-15T12:04:53.205655Z
CNH/SEK,CNH,SEK,1,1.37,1.4076,1.4076,1.37,2026-06-15T12:04:53.207999Z,2026-06-15T12:04:53.207999Z
CNY/SEK,CNY,SEK,1,1.36067,1.41694,1.41694,1.36067,2026-06-15T12:04:53.215738Z,2026-06-15T12:04:53.215738Z
CZK/SEK,CZK,SEK,1,0.44691,0.45594,0.45594,0.44691,2026-06-15T12:04:53.205887Z,2026-06-15T12:04:53.205887Z
DKK/SEK,DKK,SEK,1,1.44376,1.4724,1.4724,1.44376,2026-06-15T12:04:53.215837Z,2026-06-15T12:04:53.215837Z
EGP/SEK,EGP,SEK,1,0.1804,0.1919,0.1919,0.1804,2026-06-15T12:04:53.206012Z,2026-06-15T12:04:53.206012Z
EUR/SEK,EUR,SEK,1,10.7906,11.0047,11.0047,10.7906,2026-06-15T12:04:53.219512Z,2026-06-15T12:04:53.219512Z
GBP/SEK,GBP,SEK,1,12.4779,12.7252,12.7252,12.4779,2026-06-15T12:04:53.197609Z,2026-06-15T12:04:53.197609Z
GIP/SEK,GIP,SEK,1,12.470933,12.732568,12.732568,12.470933,2026-06-15T12:04:53.215353Z,2026-06-15T12:04:53.215353Z
HKD/SEK,HKD,SEK,1,1.18181,1.21426,1.21426,1.18181,2026-06-15T12:04:53.204172Z,2026-06-15T12:04:53.204172Z
HUF/SEK,HUF,SEK,1,0.030772,0.031396,0.031396,0.030772,2026-06-15T12:04:53.217015Z,2026-06-15T12:04:53.217015Z
IDR/SEK,IDR,SEK,1,0.0005193,0.000541,0.000541,0.0005193,2026-06-15T12:04:53.207654Z,2026-06-15T12:04:53.207654Z
ILS/SEK,ILS,SEK,1,3.1786,3.2673,3.2673,3.1786,2026-06-15T12:04:53.215432Z,2026-06-15T12:04:53.215432Z
INR/SEK,INR,SEK,1,0.0971,0.10109,0.10109,0.0971,2026-06-15T12:04:53.213014Z,2026-06-15T12:04:53.213014Z
ISK/SEK,ISK,SEK,1,0.0738,0.0769,0.0769,0.0738,2026-06-15T12:04:53.216100Z,2026-06-15T12:04:53.216100Z
JPY/SEK,JPY,SEK,1,0.058022,0.059171,0.059171,0.058022,2026-06-15T12:04:53.215373Z,2026-06-15T12:04:53.215373Z
KES/SEK,KES,SEK,1,0.071,0.0741,0.0741,0.071,2026-06-15T12:04:53.223306Z,2026-06-15T12:04:53.223306Z
KRW/SEK,KRW,SEK,1,0.006089,0.006314,0.006314,0.006089,2026-06-15T12:04:53.213027Z,2026-06-15T12:04:53.213027Z
