pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,ask_sek_per_fx,bid_sek_per_fx,ask_timestamp,bid_timestamp
JPY/SEK,JPY,SEK,1,0.058629,0.059789,0.059789,0.058629,2026-07-27T10:16:17.630231Z,2026-07-27T10:16:17.630231Z
KES/SEK,KES,SEK,1,0.0732,0.0763,0.0763,0.0732,2026-07-27T10:16:17.623753Z,2026-07-27T10:16:17.623753Z
KRW/SEK,KRW,SEK,1,0.006472,0.006712,0.006712,0.006472,2026-07-27T10:16:17.631077Z,2026-07-27T10:16:17.631077Z
KWD/SEK,KWD,SEK,1,30.7671,31.6641,31.6641,30.7671,2026-07-27T10:16:17.631805Z,2026-07-27T10:16:17.631805Z
KZT/SEK,KZT,SEK,1,0.01994,0.020764,0.020764,0.01994,2026-07-27T10:16:17.636016Z,2026-07-27T10:16:17.636016Z
LKR/SEK,LKR,SEK,1,0.027943,0.029688,0.029688,0.027943,2026-07-27T10:16:17.627812Z,2026-07-27T10:16:17.627812Z
MAD/SEK,MAD,SEK,1,1.014,1.0561,1.0561,1.014,2026-07-27T10:16:17.635144Z,2026-07-27T10:16:17.635144Z
MXN/SEK,MXN,SEK,1,0.54757,0.56265,0.56265,0.54757,2026-07-27T10:16:17.636018Z,2026-07-27T10:16:17.636018Z
MYR/SEK,MYR,SEK,1,2.3446,2.396,2.396,2.3446,2026-07-27T10:16:17.629836Z,2026-07-27T10:16:17.629836Z
NOK/SEK,NOK,SEK,1,0.99361,1.01336,1.01336,0.99361,2026-07-27T10:16:17.641048Z,2026-07-27T10:16:17.641048Z
NZD/SEK,NZD,SEK,1,5.558,5.6684,5.6684,5.558,2026-07-27T10:16:17.644377Z,2026-07-27T10:16:17.644377Z
PEN/SEK,PEN,SEK,1,2.788248,2.903616,2.903616,2.788248,2026-07-27T10:16:17.672140Z,2026-07-27T10:16:17.672140Z
PHP/SEK,PHP,SEK,1,0.1538,0.1602,0.1602,0.1538,2026-07-27T10:16:17.623816Z,2026-07-27T10:16:17.623816Z
PKR/SEK,PKR,SEK,1,0.0338,0.0359,0.0359,0.0338,2026-07-27T10:16:17.636444Z,2026-07-27T10:16:17.636444Z
PLN/SEK,PLN,SEK,1,2.53132,2.58169,2.58169,2.53132,2026-07-27T10:16:17.623522Z,2026-07-27T10:16:17.623522Z
QAR/SEK,QAR,SEK,1,2.6021,2.7099,2.7099,2.6021,2026-07-27T10:16:17.674191Z,2026-07-27T10:16:17.674191Z
RON/SEK,RON,SEK,1,2.0885,2.1303,2.1303,2.0885,2026-07-27T10:16:17.635249Z,2026-07-27T10:16:17.635249Z
RSD/SEK,RSD,SEK,1,0.092003,0.095966,0.095966,0.092003,2026-07-27T10:16:17.637958Z,2026-07-27T10:16:17.637958Z
SAR/SEK,SAR,SEK,1,2.5445,2.6149,2.6149,2.5445,2026-07-27T10:16:17.636348Z,2026-07-27T10:16:17.636348Z
SGD/SEK,SGD,SEK,1,7.4334,7.5807,7.5807,7.4334,2026-07-27T10:16:17.630724Z,2026-07-27T10:16:17.630724Z
THB/SEK,THB,SEK,1,0.28451,0.29234,0.29234,0.28451,2026-07-27T10:16:17.640721Z,2026-07-27T10:16:17.640721Z
TND/SEK,TND,SEK,1,3.1995,3.3448,3.3448,3.1995,2026-07-27T10:16:17.632743Z,2026-07-27T10:16:17.632743Z
TRY/SEK,TRY,SEK,1,0.2002,0.2084,0.2084,0.2002,2026-07-27T10:16:17.641109Z,2026-07-27T10:16:17.641109Z
USD/SEK,USD,SEK,1,9.589,9.7787,9.7787,9.589,2026-07-27T10:16:17.636813Z,2026-07-27T10:16:17.636813Z
ZAR/SEK,ZAR,SEK,1,0.57325,0.5853,0.5853,0.57325,2026-07-27T10:16:17.623294Z,2026-07-27T10:16:17.623294Z
